RUBRO;MOC_ZONAS_ID;AÑO;CUATRIMESTRE;NIVEL
CARNES Y VERDURAS;90;2016;2;1
COMIDA AL PASO;90;2016;1;1
COMIDA AL PASO;90;2016;2;1
COMIDA AL PASO;90;2016;3;1
FERRETERIA Y CONSTRUCCION;90;2016;1;1
FERRETERIA Y CONSTRUCCION;90;2016;2;1
FERRETERIA Y CONSTRUCCION;90;2016;3;1
FIAMBRERIAS Y DIETETICAS;90;2016;1;1
FIAMBRERIAS Y DIETETICAS;90;2016;3;1
HELADERIAS;90;2016;2;1
INDUMENTARIA;90;2016;1;2
INDUMENTARIA;90;2016;2;1
INDUMENTARIA;90;2016;3;1
INSTITUCIONES DEPORTIVAS;90;2016;2;1
INSTITUCIONES DEPORTIVAS;90;2016;3;1
INSUMOS PARA EL HOGAR;90;2016;1;1
INSUMOS PARA EL HOGAR;90;2016;2;1
KIOSCOS Y LOTERIAS;90;2016;1;1
KIOSCOS Y LOTERIAS;90;2016;2;1
MUSICA Y LIBRERIA;90;2016;1;1
MUSICA Y LIBRERIA;90;2016;2;1
OPTICA Y JOYERIAS;90;2016;1;1
OPTICA Y JOYERIAS;90;2016;2;1
PANADERIAS;90;2016;1;1
RESTAURANTES;90;2016;1;1
SALUD Y COSMETICA;90;2016;1;1
SALUD Y COSMETICA;90;2016;2;1
SALUD Y COSMETICA;90;2016;3;1
SUPERMERCADOS Y ALMACENES;90;2016;2;1
TRATAMIENTOS ESTETICOS;90;2016;1;1
BARES Y CAFES;89;2016;1;1
BARES Y CAFES;89;2016;3;1
CARNES Y VERDURAS;89;2016;2;1
COMIDA AL PASO;89;2016;1;1
FERRETERIA Y CONSTRUCCION;89;2016;1;1
FERRETERIA Y CONSTRUCCION;89;2016;2;1
FIAMBRERIAS Y DIETETICAS;89;2016;1;1
FIAMBRERIAS Y DIETETICAS;89;2016;3;1
INDUMENTARIA;89;2016;1;1
INDUMENTARIA;89;2016;2;1
INDUMENTARIA;89;2016;3;1
INSUMOS PARA EL HOGAR;89;2016;1;1
INSUMOS PARA EL HOGAR;89;2016;2;1
MUSICA Y LIBRERIA;89;2016;1;1
MUSICA Y LIBRERIA;89;2016;2;1
OPTICA Y JOYERIAS;89;2016;1;1
OPTICA Y JOYERIAS;89;2016;3;1
PANADERIAS;89;2016;3;1
RESTAURANTES;89;2016;3;1
SALUD Y COSMETICA;89;2016;1;1
SALUD Y COSMETICA;89;2016;2;2
SALUD Y COSMETICA;89;2016;3;1
SUPERMERCADOS Y ALMACENES;89;2016;1;1
SUPERMERCADOS Y ALMACENES;89;2016;2;1
SUPERMERCADOS Y ALMACENES;89;2016;3;1
TRATAMIENTOS ESTETICOS;89;2016;1;1
TRATAMIENTOS ESTETICOS;89;2016;3;1
BARES Y CAFES;88;2016;1;1
BARES Y CAFES;88;2016;2;1
CARNES Y VERDURAS;88;2016;1;1
CARNES Y VERDURAS;88;2016;2;1
CARNES Y VERDURAS;88;2016;3;1
COMIDA AL PASO;88;2016;1;1
COMIDA AL PASO;88;2016;2;1
FERRETERIA Y CONSTRUCCION;88;2016;1;1
FERRETERIA Y CONSTRUCCION;88;2016;2;1
INDUMENTARIA;88;2016;1;1
INDUMENTARIA;88;2016;2;2
INDUMENTARIA;88;2016;3;1
INSTITUCIONES DEPORTIVAS;88;2016;1;1
INSTITUCIONES DEPORTIVAS;88;2016;3;1
INSUMOS PARA EL HOGAR;88;2016;1;1
INSUMOS PARA EL HOGAR;88;2016;2;1
INSUMOS PARA EL HOGAR;88;2016;3;1
KIOSCOS Y LOTERIAS;88;2016;1;1
KIOSCOS Y LOTERIAS;88;2016;2;1
KIOSCOS Y LOTERIAS;88;2016;3;1
MUSICA Y LIBRERIA;88;2016;1;1
MUSICA Y LIBRERIA;88;2016;2;1
OPTICA Y JOYERIAS;88;2016;1;1
OPTICA Y JOYERIAS;88;2016;2;1
PANADERIAS;88;2016;1;1
PANADERIAS;88;2016;2;1
RESTAURANTES;88;2016;1;1
SALUD Y COSMETICA;88;2016;1;1
SALUD Y COSMETICA;88;2016;2;1
SALUD Y COSMETICA;88;2016;3;1
SUPERMERCADOS Y ALMACENES;88;2016;1;1
SUPERMERCADOS Y ALMACENES;88;2016;2;1
SUPERMERCADOS Y ALMACENES;88;2016;3;1
TRATAMIENTOS ESTETICOS;88;2016;3;1
BARES Y CAFES;87;2016;1;1
BARES Y CAFES;87;2016;3;1
CARNES Y VERDURAS;87;2016;1;1
CARNES Y VERDURAS;87;2016;2;1
COMIDA AL PASO;87;2016;1;1
COMIDA AL PASO;87;2016;2;1
COMIDA AL PASO;87;2016;3;1
FERRETERIA Y CONSTRUCCION;87;2016;1;1
FERRETERIA Y CONSTRUCCION;87;2016;2;1
FERRETERIA Y CONSTRUCCION;87;2016;3;1
FIAMBRERIAS Y DIETETICAS;87;2016;1;1
FIAMBRERIAS Y DIETETICAS;87;2016;2;1
INDUMENTARIA;87;2016;1;2
INDUMENTARIA;87;2016;2;2
INDUMENTARIA;87;2016;3;1
INSTITUCIONES DEPORTIVAS;87;2016;1;1
INSTITUCIONES DEPORTIVAS;87;2016;3;1
INSUMOS PARA EL HOGAR;87;2016;1;1
INSUMOS PARA EL HOGAR;87;2016;3;1
KIOSCOS Y LOTERIAS;87;2016;1;1
KIOSCOS Y LOTERIAS;87;2016;2;1
KIOSCOS Y LOTERIAS;87;2016;3;1
MUSICA Y LIBRERIA;87;2016;1;1
MUSICA Y LIBRERIA;87;2016;2;1
MUSICA Y LIBRERIA;87;2016;3;1
OPTICA Y JOYERIAS;87;2016;1;1
OPTICA Y JOYERIAS;87;2016;2;1
OPTICA Y JOYERIAS;87;2016;3;1
PANADERIAS;87;2016;2;1
RESTAURANTES;87;2016;3;1
SALUD Y COSMETICA;87;2016;1;1
SALUD Y COSMETICA;87;2016;2;1
SALUD Y COSMETICA;87;2016;3;1
SUPERMERCADOS Y ALMACENES;87;2016;1;1
SUPERMERCADOS Y ALMACENES;87;2016;2;1
SUPERMERCADOS Y ALMACENES;87;2016;3;1
TRATAMIENTOS ESTETICOS;87;2016;1;1
TRATAMIENTOS ESTETICOS;87;2016;3;1
VETERINARIA;87;2016;1;1
VETERINARIA;87;2016;2;1
COMIDA AL PASO;86;2016;2;1
FIAMBRERIAS Y DIETETICAS;86;2016;1;1
INDUMENTARIA;86;2016;2;1
SUPERMERCADOS Y ALMACENES;86;2016;2;1
BARES Y CAFES;85;2016;3;1
COMIDA AL PASO;85;2016;1;1
COMIDA AL PASO;85;2016;2;1
FERRETERIA Y CONSTRUCCION;85;2016;1;1
FERRETERIA Y CONSTRUCCION;85;2016;2;1
INDUMENTARIA;85;2016;1;1
INDUMENTARIA;85;2016;2;1
INDUMENTARIA;85;2016;3;1
INSTITUCIONES DEPORTIVAS;85;2016;1;1
INSTITUCIONES DEPORTIVAS;85;2016;3;1
INSUMOS PARA EL HOGAR;85;2016;1;1
INSUMOS PARA EL HOGAR;85;2016;3;1
KIOSCOS Y LOTERIAS;85;2016;1;1
MUSICA Y LIBRERIA;85;2016;1;1
MUSICA Y LIBRERIA;85;2016;2;1
OPTICA Y JOYERIAS;85;2016;1;1
OPTICA Y JOYERIAS;85;2016;2;1
OPTICA Y JOYERIAS;85;2016;3;1
PANADERIAS;85;2016;1;1
RESTAURANTES;85;2016;3;1
SALUD Y COSMETICA;85;2016;1;1
SALUD Y COSMETICA;85;2016;2;1
SUPERMERCADOS Y ALMACENES;85;2016;1;1
SUPERMERCADOS Y ALMACENES;85;2016;3;1
TRATAMIENTOS ESTETICOS;85;2016;1;1
TRATAMIENTOS ESTETICOS;85;2016;3;1
BARES Y CAFES;84;2016;2;1
BARES Y CAFES;84;2016;3;1
CARNES Y VERDURAS;84;2016;2;1
COMIDA AL PASO;84;2016;1;1
COMIDA AL PASO;84;2016;2;1
COMIDA AL PASO;84;2016;3;1
FERRETERIA Y CONSTRUCCION;84;2016;1;1
FIAMBRERIAS Y DIETETICAS;84;2016;1;1
INDUMENTARIA;84;2016;1;2
INDUMENTARIA;84;2016;2;2
INDUMENTARIA;84;2016;3;1
INSTITUCIONES DEPORTIVAS;84;2016;2;1
INSTITUCIONES DEPORTIVAS;84;2016;3;1
INSUMOS PARA EL HOGAR;84;2016;2;1
INSUMOS PARA EL HOGAR;84;2016;3;1
KIOSCOS Y LOTERIAS;84;2016;2;1
KIOSCOS Y LOTERIAS;84;2016;3;1
MUSICA Y LIBRERIA;84;2016;1;1
MUSICA Y LIBRERIA;84;2016;2;1
MUSICA Y LIBRERIA;84;2016;3;1
OPTICA Y JOYERIAS;84;2016;1;1
OPTICA Y JOYERIAS;84;2016;2;1
RESTAURANTES;84;2016;2;1
SALUD Y COSMETICA;84;2016;1;2
SALUD Y COSMETICA;84;2016;2;2
SUPERMERCADOS Y ALMACENES;84;2016;1;1
SUPERMERCADOS Y ALMACENES;84;2016;3;1
TRATAMIENTOS ESTETICOS;84;2016;1;1
VETERINARIA;84;2016;1;1
VETERINARIA;84;2016;2;1
BARES Y CAFES;83;2016;1;1
CARNES Y VERDURAS;83;2016;1;1
CARNES Y VERDURAS;83;2016;3;1
COMIDA AL PASO;83;2016;1;1
COMIDA AL PASO;83;2016;3;1
FERRETERIA Y CONSTRUCCION;83;2016;1;1
FIAMBRERIAS Y DIETETICAS;83;2016;1;1
HELADERIAS;83;2016;1;1
INDUMENTARIA;83;2016;1;1
INDUMENTARIA;83;2016;2;1
INDUMENTARIA;83;2016;3;1
INSTITUCIONES DEPORTIVAS;83;2016;1;1
INSTITUCIONES DEPORTIVAS;83;2016;2;1
KIOSCOS Y LOTERIAS;83;2016;3;1
MUSICA Y LIBRERIA;83;2016;1;1
MUSICA Y LIBRERIA;83;2016;2;1
MUSICA Y LIBRERIA;83;2016;3;1
OPTICA Y JOYERIAS;83;2016;1;1
OPTICA Y JOYERIAS;83;2016;2;1
PANADERIAS;83;2016;2;1
RESTAURANTES;83;2016;1;1
SALUD Y COSMETICA;83;2016;1;1
SALUD Y COSMETICA;83;2016;2;1
SALUD Y COSMETICA;83;2016;3;1
SUPERMERCADOS Y ALMACENES;83;2016;2;1
SUPERMERCADOS Y ALMACENES;83;2016;3;1
TRATAMIENTOS ESTETICOS;83;2016;1;1
TRATAMIENTOS ESTETICOS;83;2016;2;1
VETERINARIA;83;2016;2;1
BARES Y CAFES;82;2016;2;1
CARNES Y VERDURAS;82;2016;1;1
CARNES Y VERDURAS;82;2016;2;1
CARNES Y VERDURAS;82;2016;3;1
COMIDA AL PASO;82;2016;2;1
COMIDA AL PASO;82;2016;3;1
FERRETERIA Y CONSTRUCCION;82;2016;1;1
FERRETERIA Y CONSTRUCCION;82;2016;2;1
FERRETERIA Y CONSTRUCCION;82;2016;3;1
FIAMBRERIAS Y DIETETICAS;82;2016;1;1
FIAMBRERIAS Y DIETETICAS;82;2016;2;1
FIAMBRERIAS Y DIETETICAS;82;2016;3;1
HELADERIAS;82;2016;2;1
HELADERIAS;82;2016;3;1
INDUMENTARIA;82;2016;1;1
INDUMENTARIA;82;2016;2;1
INSTITUCIONES DEPORTIVAS;82;2016;1;1
INSTITUCIONES DEPORTIVAS;82;2016;2;1
INSTITUCIONES DEPORTIVAS;82;2016;3;1
MUSICA Y LIBRERIA;82;2016;1;1
MUSICA Y LIBRERIA;82;2016;2;1
OPTICA Y JOYERIAS;82;2016;1;1
OPTICA Y JOYERIAS;82;2016;3;1
SALUD Y COSMETICA;82;2016;1;1
SALUD Y COSMETICA;82;2016;2;1
SUPERMERCADOS Y ALMACENES;82;2016;2;1
SUPERMERCADOS Y ALMACENES;82;2016;3;1
TRATAMIENTOS ESTETICOS;82;2016;1;1
TRATAMIENTOS ESTETICOS;82;2016;2;1
BARES Y CAFES;81;2016;2;1
FERRETERIA Y CONSTRUCCION;81;2016;2;1
FERRETERIA Y CONSTRUCCION;81;2016;3;1
FIAMBRERIAS Y DIETETICAS;81;2016;2;1
INDUMENTARIA;81;2016;1;1
MUSICA Y LIBRERIA;81;2016;1;1
OPTICA Y JOYERIAS;81;2016;1;1
SALUD Y COSMETICA;81;2016;1;1
SALUD Y COSMETICA;81;2016;2;1
SUPERMERCADOS Y ALMACENES;81;2016;2;1
VETERINARIA;81;2016;3;1
CARNES Y VERDURAS;80;2016;2;1
COMIDA AL PASO;80;2016;1;1
COMIDA AL PASO;80;2016;3;1
FERRETERIA Y CONSTRUCCION;80;2016;1;1
FERRETERIA Y CONSTRUCCION;80;2016;2;1
FIAMBRERIAS Y DIETETICAS;80;2016;1;1
FIAMBRERIAS Y DIETETICAS;80;2016;2;1
HELADERIAS;80;2016;2;1
HELADERIAS;80;2016;3;1
INDUMENTARIA;80;2016;1;1
INDUMENTARIA;80;2016;2;1
INDUMENTARIA;80;2016;3;1
INSUMOS PARA EL HOGAR;80;2016;2;1
INSUMOS PARA EL HOGAR;80;2016;3;1
KIOSCOS Y LOTERIAS;80;2016;1;1
MUSICA Y LIBRERIA;80;2016;1;1
MUSICA Y LIBRERIA;80;2016;3;1
OPTICA Y JOYERIAS;80;2016;1;1
OPTICA Y JOYERIAS;80;2016;2;1
OPTICA Y JOYERIAS;80;2016;3;1
PANADERIAS;80;2016;1;1
PANADERIAS;80;2016;3;1
SALUD Y COSMETICA;80;2016;1;1
SALUD Y COSMETICA;80;2016;2;1
SALUD Y COSMETICA;80;2016;3;1
SUPERMERCADOS Y ALMACENES;80;2016;1;1
SUPERMERCADOS Y ALMACENES;80;2016;2;1
SUPERMERCADOS Y ALMACENES;80;2016;3;1
TRATAMIENTOS ESTETICOS;80;2016;1;1
VETERINARIA;80;2016;3;1
BARES Y CAFES;79;2016;1;1
BARES Y CAFES;79;2016;2;1
CARNES Y VERDURAS;79;2016;1;1
COMIDA AL PASO;79;2016;1;1
COMIDA AL PASO;79;2016;2;1
COMIDA AL PASO;79;2016;3;1
FERRETERIA Y CONSTRUCCION;79;2016;1;1
FERRETERIA Y CONSTRUCCION;79;2016;2;1
FERRETERIA Y CONSTRUCCION;79;2016;3;1
FIAMBRERIAS Y DIETETICAS;79;2016;1;1
FIAMBRERIAS Y DIETETICAS;79;2016;2;1
FIAMBRERIAS Y DIETETICAS;79;2016;3;1
HELADERIAS;79;2016;2;1
INDUMENTARIA;79;2016;1;3
INDUMENTARIA;79;2016;2;2
INDUMENTARIA;79;2016;3;2
INSUMOS PARA EL HOGAR;79;2016;1;1
INSUMOS PARA EL HOGAR;79;2016;2;1
KIOSCOS Y LOTERIAS;79;2016;1;1
KIOSCOS Y LOTERIAS;79;2016;2;1
KIOSCOS Y LOTERIAS;79;2016;3;1
MUSICA Y LIBRERIA;79;2016;1;1
MUSICA Y LIBRERIA;79;2016;2;1
MUSICA Y LIBRERIA;79;2016;3;1
OPTICA Y JOYERIAS;79;2016;1;1
OPTICA Y JOYERIAS;79;2016;2;1
OPTICA Y JOYERIAS;79;2016;3;1
PANADERIAS;79;2016;2;1
PANADERIAS;79;2016;3;1
SALUD Y COSMETICA;79;2016;1;1
SALUD Y COSMETICA;79;2016;2;1
SALUD Y COSMETICA;79;2016;3;1
SUPERMERCADOS Y ALMACENES;79;2016;1;1
SUPERMERCADOS Y ALMACENES;79;2016;2;1
SUPERMERCADOS Y ALMACENES;79;2016;3;1
TRATAMIENTOS ESTETICOS;79;2016;1;1
TRATAMIENTOS ESTETICOS;79;2016;3;1
VETERINARIA;79;2016;1;1
VETERINARIA;79;2016;3;1
BARES Y CAFES;78;2016;1;1
BARES Y CAFES;78;2016;2;1
CARNES Y VERDURAS;78;2016;1;1
COMIDA AL PASO;78;2016;1;1
COMIDA AL PASO;78;2016;2;1
COMIDA AL PASO;78;2016;3;1
FERRETERIA Y CONSTRUCCION;78;2016;1;1
FERRETERIA Y CONSTRUCCION;78;2016;2;1
FERRETERIA Y CONSTRUCCION;78;2016;3;1
FIAMBRERIAS Y DIETETICAS;78;2016;1;1
HELADERIAS;78;2016;2;1
INDUMENTARIA;78;2016;1;2
INDUMENTARIA;78;2016;2;2
INDUMENTARIA;78;2016;3;2
INSTITUCIONES DEPORTIVAS;78;2016;1;1
INSUMOS PARA EL HOGAR;78;2016;2;1
INSUMOS PARA EL HOGAR;78;2016;3;1
KIOSCOS Y LOTERIAS;78;2016;2;1
MUSICA Y LIBRERIA;78;2016;1;1
MUSICA Y LIBRERIA;78;2016;2;1
MUSICA Y LIBRERIA;78;2016;3;1
OPTICA Y JOYERIAS;78;2016;1;1
OPTICA Y JOYERIAS;78;2016;2;1
OPTICA Y JOYERIAS;78;2016;3;1
RESTAURANTES;78;2016;1;1
RESTAURANTES;78;2016;2;1
RESTAURANTES;78;2016;3;1
SALUD Y COSMETICA;78;2016;1;2
SALUD Y COSMETICA;78;2016;2;1
SUPERMERCADOS Y ALMACENES;78;2016;2;1
SUPERMERCADOS Y ALMACENES;78;2016;3;1
TRATAMIENTOS ESTETICOS;78;2016;1;1
TRATAMIENTOS ESTETICOS;78;2016;2;1
VETERINARIA;78;2016;1;1
VETERINARIA;78;2016;2;1
VETERINARIA;78;2016;3;1
BARES Y CAFES;77;2016;1;1
BARES Y CAFES;77;2016;3;1
CARNES Y VERDURAS;77;2016;2;1
CARNES Y VERDURAS;77;2016;3;1
COMIDA AL PASO;77;2016;1;1
COMIDA AL PASO;77;2016;2;1
COMIDA AL PASO;77;2016;3;1
FERRETERIA Y CONSTRUCCION;77;2016;1;1
FERRETERIA Y CONSTRUCCION;77;2016;2;1
FERRETERIA Y CONSTRUCCION;77;2016;3;1
FIAMBRERIAS Y DIETETICAS;77;2016;2;1
INDUMENTARIA;77;2016;1;2
INDUMENTARIA;77;2016;2;1
INDUMENTARIA;77;2016;3;1
INSTITUCIONES DEPORTIVAS;77;2016;1;1
INSTITUCIONES DEPORTIVAS;77;2016;2;1
INSTITUCIONES DEPORTIVAS;77;2016;3;1
INSUMOS PARA EL HOGAR;77;2016;3;1
KIOSCOS Y LOTERIAS;77;2016;1;1
KIOSCOS Y LOTERIAS;77;2016;2;1
MUSICA Y LIBRERIA;77;2016;1;1
MUSICA Y LIBRERIA;77;2016;2;1
OPTICA Y JOYERIAS;77;2016;1;1
OPTICA Y JOYERIAS;77;2016;2;1
OPTICA Y JOYERIAS;77;2016;3;1
PANADERIAS;77;2016;1;1
PANADERIAS;77;2016;2;1
PANADERIAS;77;2016;3;1
RESTAURANTES;77;2016;1;1
RESTAURANTES;77;2016;2;1
RESTAURANTES;77;2016;3;1
SALUD Y COSMETICA;77;2016;1;1
SALUD Y COSMETICA;77;2016;2;1
SUPERMERCADOS Y ALMACENES;77;2016;1;1
SUPERMERCADOS Y ALMACENES;77;2016;2;1
TRATAMIENTOS ESTETICOS;77;2016;2;1
BARES Y CAFES;76;2016;3;1
CARNES Y VERDURAS;76;2016;1;1
CARNES Y VERDURAS;76;2016;3;1
COMIDA AL PASO;76;2016;1;1
COMIDA AL PASO;76;2016;3;1
FERRETERIA Y CONSTRUCCION;76;2016;1;1
FERRETERIA Y CONSTRUCCION;76;2016;2;1
FIAMBRERIAS Y DIETETICAS;76;2016;1;1
FIAMBRERIAS Y DIETETICAS;76;2016;2;1
HELADERIAS;76;2016;1;1
INDUMENTARIA;76;2016;1;1
INDUMENTARIA;76;2016;2;1
INDUMENTARIA;76;2016;3;1
INSTITUCIONES DEPORTIVAS;76;2016;2;1
INSTITUCIONES DEPORTIVAS;76;2016;3;1
INSUMOS PARA EL HOGAR;76;2016;2;1
KIOSCOS Y LOTERIAS;76;2016;2;1
KIOSCOS Y LOTERIAS;76;2016;3;1
MUSICA Y LIBRERIA;76;2016;1;1
MUSICA Y LIBRERIA;76;2016;2;1
MUSICA Y LIBRERIA;76;2016;3;1
OPTICA Y JOYERIAS;76;2016;1;1
OPTICA Y JOYERIAS;76;2016;2;1
OPTICA Y JOYERIAS;76;2016;3;1
PANADERIAS;76;2016;1;1
PANADERIAS;76;2016;2;1
RESTAURANTES;76;2016;2;1
SALUD Y COSMETICA;76;2016;1;1
SALUD Y COSMETICA;76;2016;2;2
SALUD Y COSMETICA;76;2016;3;1
SUPERMERCADOS Y ALMACENES;76;2016;1;1
SUPERMERCADOS Y ALMACENES;76;2016;2;1
SUPERMERCADOS Y ALMACENES;76;2016;3;1
TRATAMIENTOS ESTETICOS;76;2016;1;1
TRATAMIENTOS ESTETICOS;76;2016;3;1
VETERINARIA;76;2016;1;1
CARNES Y VERDURAS;75;2016;2;1
COMIDA AL PASO;75;2016;3;1
FERRETERIA Y CONSTRUCCION;75;2016;1;1
FIAMBRERIAS Y DIETETICAS;75;2016;1;1
INDUMENTARIA;75;2016;2;1
INDUMENTARIA;75;2016;3;1
INSUMOS PARA EL HOGAR;75;2016;2;1
INSUMOS PARA EL HOGAR;75;2016;3;1
KIOSCOS Y LOTERIAS;75;2016;1;1
KIOSCOS Y LOTERIAS;75;2016;2;1
KIOSCOS Y LOTERIAS;75;2016;3;1
MUSICA Y LIBRERIA;75;2016;1;1
SALUD Y COSMETICA;75;2016;2;1
SUPERMERCADOS Y ALMACENES;75;2016;2;1
CARNES Y VERDURAS;74;2016;1;1
COMIDA AL PASO;74;2016;2;1
FERRETERIA Y CONSTRUCCION;74;2016;2;1
INDUMENTARIA;74;2016;1;4
INDUMENTARIA;74;2016;2;4
INDUMENTARIA;74;2016;3;4
INSUMOS PARA EL HOGAR;74;2016;1;1
INSUMOS PARA EL HOGAR;74;2016;2;1
KIOSCOS Y LOTERIAS;74;2016;1;1
MUSICA Y LIBRERIA;74;2016;1;1
MUSICA Y LIBRERIA;74;2016;2;1
MUSICA Y LIBRERIA;74;2016;3;1
OPTICA Y JOYERIAS;74;2016;1;1
OPTICA Y JOYERIAS;74;2016;3;1
PANADERIAS;74;2016;3;1
SALUD Y COSMETICA;74;2016;1;1
SALUD Y COSMETICA;74;2016;2;1
SALUD Y COSMETICA;74;2016;3;1
SUPERMERCADOS Y ALMACENES;74;2016;2;1
TRATAMIENTOS ESTETICOS;74;2016;1;1
BARES Y CAFES;73;2016;2;1
BARES Y CAFES;73;2016;3;1
CARNES Y VERDURAS;73;2016;1;1
CARNES Y VERDURAS;73;2016;2;1
COMIDA AL PASO;73;2016;2;1
COMIDA AL PASO;73;2016;3;1
FERRETERIA Y CONSTRUCCION;73;2016;1;1
FERRETERIA Y CONSTRUCCION;73;2016;2;1
FERRETERIA Y CONSTRUCCION;73;2016;3;1
FIAMBRERIAS Y DIETETICAS;73;2016;1;1
FIAMBRERIAS Y DIETETICAS;73;2016;2;1
HELADERIAS;73;2016;2;1
INDUMENTARIA;73;2016;1;2
INDUMENTARIA;73;2016;2;1
INDUMENTARIA;73;2016;3;1
INSTITUCIONES DEPORTIVAS;73;2016;2;1
INSUMOS PARA EL HOGAR;73;2016;1;1
INSUMOS PARA EL HOGAR;73;2016;2;1
KIOSCOS Y LOTERIAS;73;2016;1;1
KIOSCOS Y LOTERIAS;73;2016;2;1
MUSICA Y LIBRERIA;73;2016;1;1
MUSICA Y LIBRERIA;73;2016;2;1
MUSICA Y LIBRERIA;73;2016;3;1
OPTICA Y JOYERIAS;73;2016;1;1
OPTICA Y JOYERIAS;73;2016;3;1
PANADERIAS;73;2016;1;1
PANADERIAS;73;2016;2;1
RESTAURANTES;73;2016;1;1
RESTAURANTES;73;2016;2;1
SALUD Y COSMETICA;73;2016;1;2
SALUD Y COSMETICA;73;2016;2;1
SUPERMERCADOS Y ALMACENES;73;2016;2;1
SUPERMERCADOS Y ALMACENES;73;2016;3;1
TRATAMIENTOS ESTETICOS;73;2016;1;1
TRATAMIENTOS ESTETICOS;73;2016;2;1
BARES Y CAFES;72;2016;2;1
CARNES Y VERDURAS;72;2016;2;1
CARNES Y VERDURAS;72;2016;3;1
COMIDA AL PASO;72;2016;1;1
COMIDA AL PASO;72;2016;2;1
FERRETERIA Y CONSTRUCCION;72;2016;1;1
FERRETERIA Y CONSTRUCCION;72;2016;2;1
FIAMBRERIAS Y DIETETICAS;72;2016;1;1
FIAMBRERIAS Y DIETETICAS;72;2016;2;1
FIAMBRERIAS Y DIETETICAS;72;2016;3;1
INDUMENTARIA;72;2016;1;1
INDUMENTARIA;72;2016;2;1
INDUMENTARIA;72;2016;3;1
KIOSCOS Y LOTERIAS;72;2016;1;1
KIOSCOS Y LOTERIAS;72;2016;2;1
MUSICA Y LIBRERIA;72;2016;1;1
MUSICA Y LIBRERIA;72;2016;2;1
OPTICA Y JOYERIAS;72;2016;1;1
OPTICA Y JOYERIAS;72;2016;3;1
RESTAURANTES;72;2016;3;1
SALUD Y COSMETICA;72;2016;1;1
SALUD Y COSMETICA;72;2016;2;1
SUPERMERCADOS Y ALMACENES;72;2016;1;1
SUPERMERCADOS Y ALMACENES;72;2016;2;1
SUPERMERCADOS Y ALMACENES;72;2016;3;1
CARNES Y VERDURAS;71;2016;1;1
CARNES Y VERDURAS;71;2016;3;1
COMIDA AL PASO;71;2016;1;1
FERRETERIA Y CONSTRUCCION;71;2016;1;1
FERRETERIA Y CONSTRUCCION;71;2016;2;1
FERRETERIA Y CONSTRUCCION;71;2016;3;1
INDUMENTARIA;71;2016;2;1
INDUMENTARIA;71;2016;3;1
INSUMOS PARA EL HOGAR;71;2016;1;1
INSUMOS PARA EL HOGAR;71;2016;3;1
KIOSCOS Y LOTERIAS;71;2016;2;1
KIOSCOS Y LOTERIAS;71;2016;3;1
MUSICA Y LIBRERIA;71;2016;2;1
OPTICA Y JOYERIAS;71;2016;1;1
PANADERIAS;71;2016;2;1
PANADERIAS;71;2016;3;1
RESTAURANTES;71;2016;3;1
SALUD Y COSMETICA;71;2016;1;1
SUPERMERCADOS Y ALMACENES;71;2016;1;1
SUPERMERCADOS Y ALMACENES;71;2016;3;1
CARNES Y VERDURAS;70;2016;2;1
CARNES Y VERDURAS;70;2016;3;1
COMIDA AL PASO;70;2016;3;1
FERRETERIA Y CONSTRUCCION;70;2016;1;1
FIAMBRERIAS Y DIETETICAS;70;2016;1;1
INDUMENTARIA;70;2016;2;1
INDUMENTARIA;70;2016;3;1
OPTICA Y JOYERIAS;70;2016;1;1
SALUD Y COSMETICA;70;2016;2;1
SUPERMERCADOS Y ALMACENES;70;2016;3;1
BARES Y CAFES;69;2016;2;1
BARES Y CAFES;69;2016;3;1
CARNES Y VERDURAS;69;2016;1;1
CARNES Y VERDURAS;69;2016;2;1
CARNES Y VERDURAS;69;2016;3;1
COMIDA AL PASO;69;2016;1;1
COMIDA AL PASO;69;2016;2;1
COMIDA AL PASO;69;2016;3;1
FERRETERIA Y CONSTRUCCION;69;2016;1;1
FIAMBRERIAS Y DIETETICAS;69;2016;1;1
HELADERIAS;69;2016;3;1
INDUMENTARIA;69;2016;1;2
INDUMENTARIA;69;2016;2;2
INDUMENTARIA;69;2016;3;2
INSTITUCIONES DEPORTIVAS;69;2016;2;1
INSTITUCIONES DEPORTIVAS;69;2016;3;1
INSUMOS PARA EL HOGAR;69;2016;1;1
INSUMOS PARA EL HOGAR;69;2016;2;1
INSUMOS PARA EL HOGAR;69;2016;3;1
KIOSCOS Y LOTERIAS;69;2016;1;1
KIOSCOS Y LOTERIAS;69;2016;2;1
KIOSCOS Y LOTERIAS;69;2016;3;1
MUSICA Y LIBRERIA;69;2016;2;1
OPTICA Y JOYERIAS;69;2016;1;1
OPTICA Y JOYERIAS;69;2016;2;1
OPTICA Y JOYERIAS;69;2016;3;1
PANADERIAS;69;2016;1;1
PANADERIAS;69;2016;3;1
RESTAURANTES;69;2016;1;1
RESTAURANTES;69;2016;2;1
SALUD Y COSMETICA;69;2016;1;1
SALUD Y COSMETICA;69;2016;2;2
SALUD Y COSMETICA;69;2016;3;1
SUPERMERCADOS Y ALMACENES;69;2016;2;1
SUPERMERCADOS Y ALMACENES;69;2016;3;1
TRATAMIENTOS ESTETICOS;69;2016;1;1
