ID,nombre,plataforma,ano_de_lanzamiento,genero,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
8650,SingStar Pop Hits,PS2,2007-01-01,Misc,Sony Computer Entertainment,0.0,0.5,0.0,0.15
8651,SingStar Pop Vol.2,PS2,2008-01-01,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02
8652,SingStar Queen,PS2,2009-01-01,Misc,Sony Computer Entertainment,0.08,0.12,0.0,0.44
8653,SingStar R&B,PS2,2007-01-01,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.6
8654,SingStar Rocks!,PS2,2006-01-01,Misc,Sony Computer Entertainment,0.0,0.84,0.0,0.25
8655,SingStar Singalong With Disney,PS2,2008-01-01,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.57
8656,SingStar Summer Party,PS2,2008-01-01,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.48
8657,SingStar Take That,PS3,2009-01-01,Misc,Sony Computer Entertainment,0.0,0.28,0.0,0.03
8658,SingStar Vol. 2,PS3,2008-01-01,Misc,Sony Computer Entertainment,0.29,0.39,0.0,0.12
8659,SingStar Vol. 3,PS3,2008-01-01,Misc,Sony Computer Entertainment,0.0,0.1,0.0,0.03
8660,SingStar: Back to the 80s,PS3,2011-01-01,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.04
8661,SingStar: Made In Germany,PS3,2009-01-01,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.02
8662,Singstar: Ultimate Party,PS4,2014-01-01,Misc,Sony Computer Entertainment Europe,0.0,0.16,0.0,0.03
8663,Singularity,PC,2010-01-01,Shooter,Mastertronic,0.0,0.04,0.0,0.01
8664,Sins of a Solar Empire,PC,2008-01-01,Strategy,Pinnacle,0.0,0.02,0.0,0.0
8665,Sins of a Solar Empire: Trinity,PC,2010-01-01,Strategy,Kalypso Media,0.0,0.03,0.0,0.01
8666,Siren,PS2,2003-01-01,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02
8667,Siren: Blood Curse,PS3,2008-01-01,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.01
8668,Sitting Ducks,PS2,2003-01-01,Platform,LSP Games,0.03,0.02,0.0,0.01
8669,Six Flags Fun Park,DS,2008-01-01,Misc,Brash Entertainment,0.17,0.0,0.0,0.01
8670,Skate,PS3,2007-01-01,Sports,Electronic Arts,0.29,0.04,0.0,0.03
8671,Skate 2,PS3,2009-01-01,Sports,Electronic Arts,0.46,0.25,0.01,0.12
8672,Skate 3,PS3,2010-01-01,Sports,Electronic Arts,0.79,0.88,0.0,0.32
8673,Skate City Heroes,Wii,2008-01-01,Sports,Zoo Digital Publishing,0.11,0.0,0.0,0.01
8674,Skate it,Wii,2008-01-01,Sports,Electronic Arts,0.5,0.03,0.0,0.04
8675,Skeleton Warriors,PS,1996-01-01,Platform,Virgin Interactive,0.04,0.03,0.0,0.01
8676,Ski Region Simulator,PC,2011-01-01,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01
8677,Ski and Shoot,Wii,2008-01-01,Sports,RTL,0.04,0.04,0.0,0.01
8678,Ski-Doo Snowmobile Challenge,PS3,2009-01-01,Racing,PQube,0.1,0.0,0.0,0.01
8679,Skies of Arcadia,DC,2000-01-01,Role-Playing,Sega,0.0,0.0,0.09,0.0
8680,Skies of Arcadia Legends,GC,2002-01-01,Role-Playing,Atari,0.17,0.04,0.0,0.01
8681,SkullMonkeys,PS,1998-01-01,Platform,DreamWorks Interactive,0.07,0.05,0.0,0.01
8682,Sky Dancers,GBA,2005-01-01,Action,Crave Entertainment,0.02,0.01,0.0,0.0
8683,Sky Gunner,PS2,2001-01-01,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01
8684,Sky Odyssey,PS2,2000-01-01,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04
8685,Skydiving Extreme,PS,2001-01-01,Sports,Banpresto,0.04,0.03,0.0,0.01
8686,Skylanders Giants,WiiU,2012-01-01,Action,Activision,0.22,0.12,0.0,0.03
8687,Skylanders Imaginators,PS4,2016-01-01,Platform,Activision,0.04,0.08,0.0,0.02
8688,Skylanders SWAP Force,PS3,2013-01-01,Platform,Activision,0.43,0.42,0.0,0.17
8689,Skylanders: Spyro's Adventure,Wii,2011-01-01,Action,Activision,1.35,1.13,0.0,0.3
8690,Skylanders: SuperChargers,WiiU,2015-01-01,Action,Activision,0.25,0.19,0.0,0.04
8691,Skylanders: Trap Team,PS4,2014-01-01,Action,Activision,0.19,0.18,0.0,0.07
8692,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995-01-01,Sports,Crystal Dynamics,0.04,0.03,0.0,0.01
8693,Slam Dunk SD Heat Up!!,SNES,1995-01-01,Sports,Namco Bandai Games,0.0,0.0,0.05,0.0
8694,Slam Dunk: Yonkyo Taiketsu!!,SNES,1994-01-01,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0
8695,Slayers,SNES,1994-01-01,Role-Playing,Banpresto,0.0,0.0,0.12,0.0
8696,Slayers Royal,PS,1998-01-01,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.01
8697,Slayers Royal 2,SAT,1998-01-01,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.0
8698,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010-01-01,Sports,SouthPeak Games,0.05,0.0,0.0,0.0
8699,Sled Storm,PS2,2002-01-01,Racing,Electronic Arts,0.22,0.17,0.0,0.06
8700,Sleeping Dogs,PS4,2014-01-01,Action,Square Enix,0.16,0.2,0.0,0.07
8701,Sleepover Party,Wii,2009-01-01,Misc,Ubisoft,0.03,0.0,0.0,0.0
8702,Slide Adventure: Mag Kid,DS,2007-01-01,Action,Nintendo,0.0,0.0,0.01,0.0
8703,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011-01-01,Role-Playing,Square Enix,0.0,0.0,0.13,0.0
8704,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,2003-01-01,Adventure,Square Enix,0.0,0.0,0.36,0.01
8705,Sloane to MacHale no Nazo no Monogatari,DS,2009-01-01,Puzzle,Level 5,0.0,0.0,0.2,0.0
8706,Sloane to MacHale no Nazo no Monogatari 2,DS,2009-01-01,Puzzle,Level 5,0.0,0.0,0.09,0.0
8707,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,2010-01-01,Misc,Dorart,0.0,0.0,0.01,0.0
8708,Sly 2: Band of Thieves,PS3,2010-01-01,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02
8709,Sly 3: Honor Among Thieves,PS2,2005-01-01,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11
8710,Sly Cooper and the Thievius Raccoonus,PS2,2002-01-01,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04
8711,Sly Cooper: Thieves in Time,PS3,2013-01-01,Platform,Sony Computer Entertainment Europe,0.35,0.12,0.0,0.08
8712,Small Soldiers,PS,1998-01-01,Platform,Electronic Arts,0.34,0.23,0.0,0.04
8713,Smart Bomb,PSP,2005-01-01,Puzzle,Eidos Interactive,0.07,0.0,0.0,0.01
8714,Smart Boy's Gameroom,DS,2007-01-01,Misc,505 Games,0.12,0.0,0.0,0.01
8715,Smart Boy's Toys Club,DS,2008-01-01,Misc,505 Games,0.06,0.0,0.0,0.0
8716,Smart Boy's Winter Wonderland,DS,2008-01-01,Misc,UFO Interactive,0.01,0.0,0.0,0.0
8717,Smart Girl's Party Game,DS,2008-01-01,Misc,505 Games,0.31,0.0,0.0,0.02
8718,Smart Girl's Playhouse,DS,2007-01-01,Misc,505 Games,0.24,0.0,0.0,0.02
8719,Smart Girl's Winter Wonderland,DS,2008-01-01,Misc,UFO Interactive,0.03,0.0,0.0,0.0
8720,Smart Kid's Mega Game Mix,DS,2009-01-01,Misc,UFO Interactive,0.01,0.0,0.0,0.0
8721,Smart Kid's Party Fun Pak,DS,2008-01-01,Misc,UFO Interactive,0.05,0.0,0.0,0.0
8722,Smarty Pants,Wii,2007-01-01,Misc,Electronic Arts,0.52,0.75,0.0,0.16
8723,Smash Cars,PS2,2003-01-01,Racing,Metro 3D,0.06,0.04,0.0,0.01
8724,Smash Court Tennis 3,X360,2007-01-01,Sports,Atari,0.08,0.02,0.0,0.01
8725,Smash Court Tennis Pro Tournament,PS2,2002-01-01,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02
8726,Smash Court Tennis Pro Tournament 2,PS2,2004-01-01,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02
8727,Smashing Drive,XB,2002-01-01,Racing,Namco Bandai Games,0.03,0.01,0.0,0.0
8728,Smile PreCure! Let's Go! Marchen World,3DS,2012-01-01,Action,Namco Bandai Games,0.0,0.0,0.06,0.0
8729,Smiley World: Island Challenge,DS,2009-01-01,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0
8730,Smuggler's Run,GBA,2002-01-01,Racing,Rebellion,0.01,0.0,0.0,0.0
8731,Smuggler's Run: Warzones,GC,2002-01-01,Misc,Take-Two Interactive,0.06,0.02,0.0,0.0
8732,Smurf: Rescue In Gargamel's Castle,2600,1981-01-01,Action,Coleco,0.55,0.03,0.0,0.01
8733,Sneakers,XB,2002-01-01,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0
8734,Sniper Elite,PC,2005-01-01,Shooter,MC2 Entertainment,0.0,0.01,0.0,0.0
8735,Sniper Elite 3,XOne,2014-01-01,Shooter,505 Games,0.2,0.11,0.0,0.03
8736,Sniper Elite V2,WiiU,2013-01-01,Shooter,505 Games,0.0,0.02,0.0,0.0
8737,Sniper: Art of Victory,PC,2008-01-01,Shooter,City Interactive,0.0,0.45,0.0,0.03
8738,Sniper: Ghost Warrior,PS3,2011-01-01,Shooter,City Interactive,0.27,0.34,0.04,0.13
8739,Sniper: Ghost Warrior 2,X360,2013-01-01,Shooter,City Interactive,0.06,0.12,0.0,0.02
8740,SnoCross Championship Racing,PS,1999-01-01,Racing,Ubisoft,0.52,0.35,0.0,0.06
8741,Snood,GBA,2001-01-01,Puzzle,"Destination Software, Inc",0.09,0.03,0.0,0.0
8742,Snood 2: On Vacation,GBA,2005-01-01,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0
8743,Snoopy vs the Red Baron,PSP,2006-01-01,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.0
8744,Snow Portable,PSP,2007-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0
8745,Snowboard Kids,N64,1996-01-01,Sports,Atlus,0.16,0.04,0.0,0.0
8746,Snowboard Kids 2,N64,1999-01-01,Sports,Atlus,0.09,0.02,0.0,0.0
8747,Snowboarding,PS,2000-01-01,Sports,Midas Interactive Entertainment,0.16,0.11,0.0,0.02
8748,So Blonde,PC,2008-01-01,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0
8749,So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010-01-01,Adventure,Compile Heart,0.0,0.0,0.02,0.0
8750,Soccer,NES,1985-01-01,Sports,Nintendo,0.18,0.23,1.53,0.02
8751,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002-01-01,Sports,Sega,0.0,0.0,0.55,0.0
8752,Soccer Tsuku DS: World Challenge 2010,DS,2010-01-01,Sports,Sega,0.0,0.0,0.13,0.0
8753,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000-01-01,Sports,Sega,0.0,0.0,0.18,0.0
8754,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013-01-01,Sports,Sega,0.0,0.0,0.13,0.0
8755,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010-01-01,Adventure,Idea Factory,0.0,0.0,0.03,0.0
8756,Sol Trigger,PSP,2012-01-01,Role-Playing,Image Epoch,0.0,0.0,0.1,0.0
8757,SolarStriker,GB,1989-01-01,Shooter,Nintendo,0.4,0.39,0.36,0.04
8758,Solaris,2600,1986-01-01,Shooter,Atari,0.35,0.02,0.0,0.0
8759,Solatorobo: Red the Hunter,DS,2010-01-01,Role-Playing,Nintendo,0.08,0.04,0.07,0.01
8760,Soldier of Fortune II: Double Helix,XB,2003-01-01,Shooter,Activision,0.17,0.05,0.0,0.01
8761,Soldier of Fortune: Gold Edition,PS2,2001-01-01,Shooter,Codemasters,0.27,0.21,0.0,0.07
8762,Soldier of Fortune: Payback,PS3,2007-01-01,Shooter,Activision,0.12,0.02,0.0,0.01
8763,Solitaire & Mahjong,Wii,2009-01-01,Puzzle,Crave Entertainment,0.11,0.0,0.0,0.01
8764,Solitaire Overload,DS,2007-01-01,Misc,Telegames,0.39,0.0,0.0,0.03
8765,Solitaire Overload Plus,DS,2010-01-01,Misc,Telegames,0.15,0.0,0.0,0.01
8766,Soma Bringer,DS,2008-01-01,Role-Playing,Nintendo,0.0,0.0,0.11,0.0
8767,Song of the Deep,XOne,2016-01-01,Action,Insomniac Games,0.05,0.0,0.0,0.01
8768,SoniPro,3DS,2014-01-01,Adventure,imageepoch Inc.,0.0,0.0,0.01,0.0
8769,Sonic & All-Stars Racing Transformed,X360,2012-01-01,Racing,Sega,0.2,0.33,0.0,0.05
8770,Sonic & Knuckles,GEN,1994-01-01,Platform,Sega,1.24,0.43,0.03,0.12
8771,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010-01-01,Racing,Sega,0.37,0.32,0.0,0.07
8772,Sonic & Sega All-Stars Racing,PS3,2010-01-01,Racing,Sega,0.36,0.43,0.0,0.16
8773,Sonic Advance,GBA,2001-01-01,Platform,Sega,1.19,0.71,0.22,0.13
8774,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005-01-01,Misc,Sega,0.1,0.04,0.0,0.0
8775,Sonic Advance 2,GBA,2002-01-01,Platform,Sega,0.93,0.59,0.21,0.07
8776,Sonic Advance 3,GBA,2004-01-01,Platform,THQ,0.74,0.52,0.08,0.06
8777,Sonic Adventure,DC,1998-01-01,Platform,Sega,1.26,0.61,0.46,0.08
8778,Sonic Adventure 2,DC,2001-01-01,Platform,Sega,0.0,0.0,0.12,0.0
8779,Sonic Adventure 2 Battle,GC,2001-01-01,Platform,Sega,1.7,0.59,0.21,0.07
8780,Sonic Adventure DX: Director's Cut,GC,2003-01-01,Platform,Sega,0.87,0.3,0.06,0.03
8781,Sonic Boom: Fire & Ice,3DS,2016-01-01,Platform,Sega,0.05,0.03,0.0,0.01
8782,Sonic Boom: Rise of Lyric,WiiU,2014-01-01,Action,Sega,0.19,0.09,0.0,0.03
8783,Sonic Boom: Shattered Crystal,3DS,2014-01-01,Action,Sega,0.17,0.09,0.0,0.03
8784,Sonic CD,SCD,1993-01-01,Platform,Sega,1.0,0.36,0.09,0.05
8785,Sonic Chronicles: The Dark Brotherhood,DS,2008-01-01,Role-Playing,Sega,0.5,0.29,0.01,0.08
8786,Sonic Classic Collection,DS,2010-01-01,Platform,Sega,0.92,0.73,0.0,0.17
8787,Sonic Colors,DS,2010-01-01,Platform,Sega,0.69,0.47,0.01,0.12
8788,Sonic Free Riders,X360,2010-01-01,Racing,Sega,0.74,0.25,0.0,0.09
8789,Sonic Generations,3DS,2011-01-01,Platform,Sega,0.44,0.47,0.01,0.09
8790,Sonic Heroes,PS2,2003-01-01,Platform,Sega,1.04,1.37,0.06,0.49
8791,Sonic Jam,SAT,1997-01-01,Platform,Sega,0.0,0.0,0.12,0.0
8792,Sonic Lost World,3DS,2013-01-01,Platform,Sega,0.24,0.14,0.07,0.03
8793,Sonic Mega Collection,GC,2002-01-01,Misc,Infogrames,1.47,0.48,0.05,0.06
8794,Sonic Mega Collection Plus,XB,2004-01-01,Misc,Sega,0.61,0.26,0.0,0.04
8795,Sonic PC Collection,PC,2009-01-01,Misc,Sega,0.0,0.04,0.0,0.0
8796,Sonic Riders,PS2,2006-01-01,Racing,Sega,0.42,0.02,0.0,0.07
8797,Sonic Riders: Zero Gravity,Wii,2008-01-01,Racing,Sega,0.48,0.32,0.02,0.09
8798,Sonic Rivals,PSP,2006-01-01,Racing,Sega,0.73,0.42,0.0,0.27
8799,Sonic Rivals 2,PSP,2007-01-01,Racing,Sega,0.44,0.67,0.0,0.37
8800,Sonic Rush,DS,2005-01-01,Platform,Sega,1.21,1.56,0.06,0.29
8801,Sonic Rush Adventure,DS,2007-01-01,Platform,Sega,0.53,0.48,0.01,0.12
8802,Sonic Unleashed,PS3,2008-01-01,Platform,Sega,0.56,0.32,0.01,0.14
8803,Sonic and the Black Knight,Wii,2009-01-01,Platform,Sega,0.64,0.34,0.01,0.1
8804,Sonic and the Secret Rings,Wii,2007-01-01,Platform,Sega,1.21,1.19,0.04,0.29
8805,Sonic the Hedgehog,PS3,2006-01-01,Platform,Sega,0.41,0.06,0.04,0.66
8806,Sonic the Hedgehog 2,GEN,1992-01-01,Platform,Sega,4.47,1.2,0.16,0.19
8807,Sonic the Hedgehog 2 (8-bit),GG,1992-01-01,Platform,Sega,0.0,0.0,0.04,0.0
8808,Sonic the Hedgehog 3,GEN,1994-01-01,Platform,Sega,1.02,0.47,0.2,0.07
8809,Sonic's Ultimate Genesis Collection,X360,2009-01-01,Misc,Sega,0.85,0.43,0.0,0.13
8810,Sonny with a Chance,DS,2010-01-01,Action,Disney Interactive Studios,0.12,0.02,0.0,0.01
8811,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006-01-01,Misc,Sega,0.0,0.0,0.07,0.0
8812,Sora no Otoshimono Forte: Dreamy Season,DS,2011-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0
8813,Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0
8814,Sorcery,PS3,2012-01-01,Action,Sony Computer Entertainment,0.14,0.11,0.0,0.05
8815,Sorcery Saga: The Curse of the Great Curry God,PSV,2013-01-01,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0
8816,Sorry! / Aggravation / Scrabble Junior,GBA,2005-01-01,Misc,Zoo Digital Publishing,0.18,0.07,0.0,0.0
8817,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007-01-01,Adventure,Datam Polystar,0.0,0.0,0.01,0.0
8818,Sotsugyou Crossworld,PS,1996-01-01,Simulation,Hearty Robin,0.0,0.0,0.08,0.01
8819,Sotsugyou II: Neo Generation,PS,1995-01-01,Simulation,Riverhillsoft,0.0,0.0,0.04,0.0
8820,Sotsugyou II: Neo Generation Special,3DO,1995-01-01,Simulation,Imageworks,0.0,0.0,0.02,0.0
8821,Soukaigi,PS,1998-01-01,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01
8822,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0
8823,Soul Bubbles,DS,2008-01-01,Puzzle,Eidos Interactive,0.05,0.02,0.0,0.01
8824,Soul Eater: Battle Resonance,PSP,2009-01-01,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
8825,Soul Eater: Monotone Princess,Wii,2008-01-01,Action,Square Enix,0.0,0.0,0.02,0.0
8826,Soul Eater: Plot of Medusa,DS,2008-01-01,Action,Namco Bandai Games,0.0,0.0,0.05,0.0
8827,Soul Edge,PS,1996-01-01,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1
8828,Soul Nomad & the World Eaters,PS2,2007-01-01,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04
8829,Soul Reaver 2,PS2,2001-01-01,Action,Eidos Interactive,0.27,0.21,0.0,0.07
8830,Soul Sacrifice,PSV,2013-01-01,Role-Playing,Sony Computer Entertainment,0.15,0.08,0.22,0.06
8831,Soul Sacrifice Delta,PSV,2014-01-01,Action,Sony Computer Entertainment,0.0,0.08,0.12,0.02
8832,SoulCalibur,DC,1999-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0
8833,SoulCalibur II,XB,2003-01-01,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0
8834,SoulCalibur III,PS2,2005-01-01,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05
8835,SoulCalibur IV,X360,2008-01-01,Fighting,Ubisoft,0.92,0.43,0.07,0.15
8836,SoulCalibur Legends,Wii,2007-01-01,Action,Namco Bandai Games,0.16,0.01,0.0,0.01
8837,SoulCalibur Legends (JP sales),Wii,2007-01-01,Action,Namco Bandai Games,0.0,0.0,0.01,0.0
8838,SoulCalibur V,X360,2012-01-01,Fighting,Namco Bandai Games,0.39,0.13,0.02,0.04
8839,SoulCalibur: Broken Destiny,PSP,2009-01-01,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12
8840,SoulLink Extension,PS2,2006-01-01,Adventure,Interchannel,0.0,0.0,0.01,0.0
8841,Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999-01-01,Adventure,ChunSoft,0.0,0.0,0.16,0.01
8842,Sound Novel Machi,SAT,1998-01-01,Adventure,ChunSoft,0.0,0.0,0.09,0.0
8843,Sound Novel Tsukuru,SNES,1996-01-01,Misc,ASCII Entertainment,0.0,0.0,0.08,0.0
8844,Sousaku Alice to Oujisama!,3DS,2015-01-01,Simulation,Happinet,0.0,0.0,0.01,0.0
8845,South Park,PS,1998-01-01,Shooter,Acclaim Entertainment,0.39,0.27,0.0,0.05
8846,South Park Rally,PS,1998-01-01,Racing,Acclaim Entertainment,0.2,0.13,0.0,0.02
8847,South Park: Chef's Luv Shack,PS,1998-01-01,Misc,Acclaim Entertainment,0.17,0.12,0.0,0.02
8848,South Park: The Stick of Truth,PS3,2014-01-01,Role-Playing,Ubisoft,0.43,0.34,0.0,0.16
8849,Soviet Strike,PS,1996-01-01,Simulation,Electronic Arts,0.65,0.44,0.0,0.08
8850,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.01
8851,Space Bust-A-Move,DS,2008-01-01,Puzzle,Square Enix,0.1,0.02,0.0,0.01
8852,Space Camp,DS,2009-01-01,Action,Activision,0.14,0.0,0.0,0.01
8853,Space Channel 5 Special Edition,PS2,2003-01-01,Misc,Agetec,0.04,0.03,0.0,0.01
8854,Space Channel 5: Ulala's Cosmic Attack,GBA,2002-01-01,Misc,Atari,0.01,0.0,0.0,0.0
8855,Space Chimps,X360,2008-01-01,Platform,Brash Entertainment,0.1,0.0,0.0,0.01
8856,Space Griffon VF-9,PS,1995-01-01,Role-Playing,Panther Software,0.02,0.02,0.12,0.01
8857,Space Hulk: Vengeance of the Blood Angels,PS,1995-01-01,Shooter,Electronic Arts,0.04,0.03,0.0,0.0
8858,Space Invaders,N64,1999-01-01,Shooter,Activision,0.13,0.03,0.0,0.0
8859,Space Invaders Extreme,DS,2008-01-01,Shooter,Square Enix,0.12,0.01,0.01,0.01
8860,Space Invaders Extreme 2,DS,2009-01-01,Shooter,Square Enix,0.17,0.01,0.0,0.01
8861,Space Invaders Revolution,DS,2005-01-01,Shooter,Rising Star Games,0.01,0.0,0.0,0.0
8862,Space Jam,PS,1996-01-01,Sports,Acclaim Entertainment,0.51,0.35,0.0,0.06
8863,Space Raiders,GC,2003-01-01,Shooter,Taito,0.01,0.0,0.0,0.0
8864,Space Station Silicon Valley,N64,1997-01-01,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0
8865,Space Venus starring Morning Musume,PS2,2001-01-01,Misc,Sony Music Entertainment,0.0,0.0,0.14,0.0
8866,Spanish for Everyone!,DS,2007-01-01,Puzzle,Activision,0.02,0.0,0.0,0.0
8867,Spartan: Total Warrior,PS2,2005-01-01,Action,Sega,0.11,0.09,0.0,0.03
8868,Spawn the Eternal,PS,1997-01-01,Action,Sony Computer Entertainment,0.14,0.09,0.0,0.02
8869,Spawn: Armageddon,XB,2003-01-01,Action,Electronic Arts,0.13,0.04,0.0,0.01
8870,Spec Ops: Airborne Commando,PS,2002-01-01,Shooter,Take-Two Interactive,1.54,0.46,0.0,0.08
8871,Spec Ops: Covert Assault,PS,2001-01-01,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03
8872,Spec Ops: Ranger Elite,PS,2001-01-01,Shooter,TalonSoft,0.49,0.33,0.0,0.06
8873,Spec Ops: The Line,PC,2012-01-01,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.02
8874,Special Forces: Nemesis Strike,XB,2005-01-01,Shooter,Hip Interactive,0.03,0.01,0.0,0.0
8875,Spectral Force 3,X360,2006-01-01,Role-Playing,Idea Factory,0.08,0.0,0.0,0.01
8876,Spectral Force Genesis,DS,2008-01-01,Role-Playing,Nobilis,0.08,0.0,0.01,0.01
8877,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005-01-01,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0
8878,Spectrobes,DS,2007-01-01,Role-Playing,Disney Interactive Studios,0.66,0.02,0.0,0.06
8879,Spectrobes: Beyond the Portals,DS,2008-01-01,Role-Playing,Disney Interactive Studios,0.36,0.11,0.0,0.04
8880,Spectrobes: Origins,Wii,2009-01-01,Role-Playing,Disney Interactive Studios,0.16,0.02,0.0,0.01
8881,Speed,Wii,2010-01-01,Racing,Unknown,0.04,0.02,0.0,0.01
8882,Speed Kings,PS2,2003-01-01,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01
8883,Speed Punks,PS,1998-01-01,Racing,Sony Computer Entertainment,0.11,0.08,0.0,0.01
8884,Speed Racer,PS,1996-01-01,Racing,Tomy Corporation,0.04,0.02,0.0,0.0
8885,Speed Racer: The Videogame,Wii,2008-01-01,Racing,Warner Bros. Interactive Entertainment,0.35,0.02,0.0,0.03
8886,Speed Zone,Wii,2009-01-01,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01
8887,Speedball 2100,PS,2000-01-01,Sports,Empire Interactive,0.1,0.07,0.0,0.01
8888,Spelling Challenges and more!,PSP,2007-01-01,Misc,Crave Entertainment,0.24,0.0,0.0,0.02
8889,Sphinx and the Cursed Mummy,PS2,2003-01-01,Action,THQ,0.22,0.17,0.0,0.06
8890,Spice World,PS,1998-01-01,Action,Sony Computer Entertainment,0.37,0.25,0.0,0.04
8891,Spider-Man,2600,1981-01-01,Action,Parker Bros.,0.87,0.05,0.0,0.01
8892,Spider-Man 2,GBA,2004-01-01,Action,Activision,0.76,0.28,0.0,0.02
8893,Spider-Man 2: Enter: Electro,PS,2001-01-01,Action,Activision,0.57,0.87,0.02,0.09
8894,Spider-Man 3,PS3,2007-01-01,Platform,Activision,0.26,0.29,0.02,0.11
8895,Spider-Man: Battle for New York,DS,2006-01-01,Platform,Activision,0.12,0.0,0.0,0.01
8896,Spider-Man: Edge of Time,Wii,2011-01-01,Action,Activision,0.06,0.02,0.0,0.01
8897,Spider-Man: Friend or Foe,X360,2007-01-01,Action,Activision,0.26,0.01,0.0,0.02
8898,Spider-Man: Mysterio's Menace,GBA,2001-01-01,Action,Activision,0.43,0.16,0.0,0.01
8899,Spider-Man: Shattered Dimensions,X360,2010-01-01,Action,Activision,0.24,0.08,0.0,0.03
8900,Spider-Man: The Movie,XB,2002-01-01,Action,Activision,1.07,0.28,0.0,0.05
8901,Spider-Man: Web of Shadows,DS,2008-01-01,Action,Activision,0.09,0.0,0.0,0.01
8902,Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008-01-01,Action,Activision,0.12,0.02,0.0,0.02
8903,Spin Jam,PS,2000-01-01,Puzzle,Empire Interactive,0.17,0.12,0.0,0.02
8904,Spirit Camera: The Cursed Memoir,3DS,2012-01-01,Adventure,Nintendo,0.13,0.02,0.06,0.01
