,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,venta_total,Date
312497,564356,22677,FRENCH BLUE METAL DOOR SIGN 2,11,2011-08-24 15:47:00,1.25,13969.0,United Kingdom,13.75,2011-08-24
313027,564433,22865,HAND WARMER OWL DESIGN,12,2011-08-25 11:46:00,2.1,16503.0,United Kingdom,25.200000000000003,2011-08-25
313557,564516,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2,2011-08-25 14:45:00,4.13,,United Kingdom,8.26,2011-08-25
314087,564560,22460,EMBOSSED GLASS TEALIGHT HOLDER,24,2011-08-26 09:55:00,1.25,16184.0,United Kingdom,30.0,2011-08-26
314617,564646,20727,LUNCH BAG  BLACK SKULL.,11,2011-08-26 13:39:00,4.96,,United Kingdom,54.56,2011-08-26
315147,564721,23170,REGENCY TEA PLATE ROSES ,12,2011-08-28 12:01:00,1.65,15095.0,United Kingdom,19.799999999999997,2011-08-28
315677,564733,23191,BUNDLE OF 3 RETRO NOTE BOOKS,4,2011-08-28 13:18:00,1.65,17841.0,United Kingdom,6.6,2011-08-28
316207,564750,22624,IVORY KITCHEN SCALES,2,2011-08-30 09:36:00,8.5,17690.0,United Kingdom,17.0,2011-08-30
316737,564756,20725,LUNCH BAG RED RETROSPOT,1,2011-08-30 10:33:00,4.13,,United Kingdom,4.13,2011-08-30
317267,564758,84923,PINK BUTTERFLY HANDBAG W BOBBLES,1,2011-08-30 10:39:00,4.13,,United Kingdom,4.13,2011-08-30
317797,564818,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4,2011-08-30 12:10:00,3.29,,United Kingdom,13.16,2011-08-30
318327,564835,22109,FULL ENGLISH BREAKFAST PLATE,1,2011-08-30 12:31:00,7.46,,United Kingdom,7.46,2011-08-30
318857,564838,23089,GLASS BON BON JAR,1,2011-08-30 12:43:00,3.29,,United Kingdom,3.29,2011-08-30
319387,564851,22476,EMPIRE UNION JACK TV DINNER TRAY,1,2011-08-30 16:53:00,4.95,13183.0,United Kingdom,4.95,2011-08-30
319917,C564940,22561,WOODEN SCHOOL COLOURING SET,-252,2011-08-31 13:10:00,1.45,12931.0,United Kingdom,-365.4,2011-08-31
320447,564974,16237,SLEEPING CAT ERASERS,2,2011-08-31 15:32:00,0.42,,United Kingdom,0.84,2011-08-31
320977,565118,22384,LUNCH BAG PINK POLKADOT,2,2011-09-01 11:33:00,1.65,15039.0,United Kingdom,3.3,2011-09-01
321507,565150,22822,CREAM WALL PLANTER HEART SHAPED,4,2011-09-01 14:26:00,4.95,14298.0,United Kingdom,19.8,2011-09-01
322037,565219,21880,RED RETROSPOT TAPE,12,2011-09-01 18:07:00,0.65,14420.0,United Kingdom,7.800000000000001,2011-09-01
322567,565233,21705,BAG 500g SWIRLY MARBLES,1,2011-09-02 09:34:00,3.29,,United Kingdom,3.29,2011-09-02
323097,565243,84949,SILVER HANGING T-LIGHT HOLDER,24,2011-09-02 10:20:00,1.65,16735.0,United Kingdom,39.599999999999994,2011-09-02
323693,565327,22786,CUSHION COVER PINK UNION JACK,2,2011-09-02 13:48:00,5.95,12832.0,United Kingdom,11.9,2011-09-02
324223,565396,22452,MEASURING TAPE BABUSHKA PINK,2,2011-09-02 16:39:00,1.63,,United Kingdom,3.26,2011-09-02
324753,565415,21164,HOME SWEET HOME METAL SIGN ,1,2011-09-04 12:00:00,2.95,14067.0,United Kingdom,2.95,2011-09-04
325283,565434,22815,CARD PSYCHEDELIC APPLES,36,2011-09-04 13:35:00,0.42,12867.0,United Kingdom,15.12,2011-09-04
325813,565456,37500,TEA TIME TEAPOT IN GIFT BOX,1,2011-09-04 16:12:00,4.95,16629.0,United Kingdom,4.95,2011-09-04
326343,565519,23111,PARISIENNE SEWING BOX,4,2011-09-05 11:52:00,12.5,12502.0,Spain,50.0,2011-09-05
326873,565610,23350,ROLL WRAP VINTAGE SPOT ,12,2011-09-05 14:56:00,1.25,14849.0,United Kingdom,15.0,2011-09-05
327403,565665,21175,GIN + TONIC DIET METAL SIGN,7,2011-09-05 17:44:00,2.55,15856.0,United Kingdom,17.849999999999998,2011-09-05
327933,565737,22794,SWEETHEART WIRE MAGAZINE RACK,2,2011-09-06 12:27:00,7.95,16400.0,United Kingdom,15.9,2011-09-06
328463,565778,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2011-09-06 15:04:00,12.75,17460.0,United Kingdom,12.75,2011-09-06
328993,565840,22090,PAPER BUNTING RETROSPOT,2,2011-09-07 12:02:00,5.79,,United Kingdom,11.58,2011-09-07
329523,565847,21218,RED SPOTTY BISCUIT TIN,11,2011-09-07 12:44:00,8.29,,United Kingdom,91.19,2011-09-07
330053,565865,22321,BIRD DECORATION RED RETROSPOT,12,2011-09-07 15:07:00,0.85,12637.0,France,10.2,2011-09-07
330583,565919,23417,BATHROOM HOOK,1,2011-09-07 16:48:00,3.29,,United Kingdom,3.29,2011-09-07
331113,565971,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-09-08 11:27:00,0.83,13571.0,United Kingdom,6.64,2011-09-08
331643,566024,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-09-08 12:51:00,2.95,13871.0,United Kingdom,17.700000000000003,2011-09-08
332173,566060,23333,IVORY WICKER HEART MEDIUM,2,2011-09-08 15:27:00,2.46,,United Kingdom,4.92,2011-09-08
332703,566091,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-09-09 10:37:00,4.95,17870.0,United Kingdom,4.95,2011-09-09
333233,566190,21967,PACK OF 12 SKULL TISSUES,12,2011-09-09 13:20:00,0.39,12748.0,United Kingdom,4.68,2011-09-09
333763,566217,22076,6 RIBBONS EMPIRE  ,1,2011-09-09 15:17:00,1.25,14096.0,United Kingdom,1.25,2011-09-09
334293,566238,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-09-11 11:24:00,0.95,17377.0,United Kingdom,0.95,2011-09-11
334823,566270,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-09-11 13:40:00,2.1,16523.0,United Kingdom,12.600000000000001,2011-09-11
335353,566283,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-09-11 14:34:00,0.55,17838.0,United Kingdom,13.200000000000001,2011-09-11
335883,566294,22938,CUPCAKE LACE PAPER SET 6,48,2011-09-11 15:41:00,1.65,15533.0,United Kingdom,79.19999999999999,2011-09-11
336413,566326,22776,SWEETHEART 3 TIER CAKE STAND ,3,2011-09-12 12:11:00,9.95,16211.0,United Kingdom,29.849999999999998,2011-09-12
336943,566408,21770,OPEN CLOSED METAL SIGN,2,2011-09-12 13:43:00,4.95,16984.0,United Kingdom,9.9,2011-09-12
337473,566446,23298,SPOTTY BUNTING,1,2011-09-12 15:40:00,10.79,,United Kingdom,10.79,2011-09-12
338003,566489,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-09-13 10:17:00,1.69,16814.0,United Kingdom,54.08,2011-09-13
338533,566560,22637,PIGGY BANK RETROSPOT ,4,2011-09-13 12:09:00,2.55,17092.0,United Kingdom,10.2,2011-09-13
339063,566577,21682,LARGE MEDINA STAMPED METAL BOWL ,1,2011-09-13 13:29:00,9.96,,United Kingdom,9.96,2011-09-13
339593,566600,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-09-13 15:41:00,0.85,13704.0,United Kingdom,8.5,2011-09-13
340123,566606,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-09-13 16:33:00,3.75,15194.0,United Kingdom,15.0,2011-09-13
340653,566708,22197,POPCORN HOLDER,100,2011-09-14 11:55:00,0.72,13078.0,United Kingdom,72.0,2011-09-14
341183,566735,23168,CLASSIC CAFE SUGAR DISPENSER,4,2011-09-14 14:19:00,1.25,15707.0,United Kingdom,5.0,2011-09-14
341713,566776,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-09-15 09:53:00,0.85,14911.0,EIRE,10.2,2011-09-15
342243,566847,20719,WOODLAND CHARLOTTE BAG,5,2011-09-15 11:57:00,0.85,15005.0,United Kingdom,4.25,2011-09-15
342773,566913,22776,SWEETHEART 3 TIER CAKE STAND ,3,2011-09-15 14:07:00,9.95,17602.0,United Kingdom,29.849999999999998,2011-09-15
343303,566949,22457,NATURAL SLATE HEART CHALKBOARD ,1,2011-09-15 16:32:00,5.79,,United Kingdom,5.79,2011-09-15
343833,566972,22714,CARD BIRTHDAY COWBOY,12,2011-09-16 09:13:00,0.42,16573.0,United Kingdom,5.04,2011-09-16
344363,567043,22024,RAINY LADIES BIRTHDAY CARD,12,2011-09-16 11:27:00,0.42,13268.0,United Kingdom,5.04,2011-09-16
344893,567126,20674,GREEN POLKADOT BOWL,5,2011-09-16 13:53:00,1.25,17238.0,United Kingdom,6.25,2011-09-16
345423,567165,20713,JUMBO BAG OWLS,2,2011-09-18 11:58:00,2.08,17841.0,United Kingdom,4.16,2011-09-18
345953,567183,23402,HOME SWEET HOME 3 PEG HANGER ,2,2011-09-18 15:32:00,3.75,14769.0,United Kingdom,7.5,2011-09-18
346483,567185,85099B,JUMBO BAG RED RETROSPOT,5,2011-09-18 15:55:00,2.08,16370.0,United Kingdom,10.4,2011-09-18
347013,567280,23082,SET 6 PAPER TABLE LANTERN HEARTS ,96,2011-09-19 11:46:00,3.29,14646.0,Netherlands,315.84000000000003,2011-09-19
347543,567307,85152,HAND OVER THE CHOCOLATE   SIGN ,24,2011-09-19 13:35:00,2.1,15078.0,United Kingdom,50.400000000000006,2011-09-19
348073,567374,22835,HOT WATER BOTTLE I AM SO POORLY,24,2011-09-20 09:40:00,4.25,15341.0,United Kingdom,102.0,2011-09-20
348603,567461,22355,CHARLOTTE BAG SUKI DESIGN,59,2011-09-20 12:31:00,2.46,,United Kingdom,145.14,2011-09-20
349133,567478,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-09-20 13:21:00,4.95,12584.0,Italy,19.8,2011-09-20
349663,567515,20749,ASSORTED COLOUR MINI CASES,12,2011-09-20 15:29:00,6.35,16839.0,United Kingdom,76.19999999999999,2011-09-20
350193,567617,23433,HANGING QUILTED PATCHWORK APPLES,36,2011-09-21 12:25:00,0.83,15140.0,United Kingdom,29.88,2011-09-21
350723,567656,22508,DOORSTOP RETROSPOT HEART,1,2011-09-21 14:40:00,7.46,14096.0,United Kingdom,7.46,2011-09-21
351253,567665,21935,SUKI  SHOULDER BAG,1,2011-09-21 15:22:00,1.63,,United Kingdom,1.63,2011-09-21
351783,567668,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,1,2011-09-21 15:29:00,8.29,,United Kingdom,8.29,2011-09-21
352313,567671,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,2011-09-21 15:34:00,4.96,,United Kingdom,4.96,2011-09-21
352843,567697,16161P,WRAP ENGLISH ROSE ,25,2011-09-22 08:41:00,0.42,16558.0,United Kingdom,10.5,2011-09-22
353373,567798,21622,VINTAGE UNION JACK CUSHION COVER,6,2011-09-22 12:00:00,4.95,13089.0,United Kingdom,29.700000000000003,2011-09-22
353903,567852,22846,BREAD BIN DINER STYLE RED ,40,2011-09-22 13:21:00,11.67,18102.0,United Kingdom,466.8,2011-09-22
354433,567878,22626,BLACK KITCHEN SCALES,1,2011-09-22 14:42:00,8.5,16910.0,United Kingdom,8.5,2011-09-22
354963,567901,22356,CHARLOTTE BAG PINK POLKADOT,2,2011-09-22 16:28:00,1.63,,United Kingdom,3.26,2011-09-22
355493,567938,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,24,2011-09-22 18:14:00,0.39,12704.0,Finland,9.36,2011-09-22
356023,567982,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1,2011-09-23 11:25:00,1.65,,United Kingdom,1.65,2011-09-23
356553,568057,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-09-23 12:56:00,10.79,,United Kingdom,10.79,2011-09-23
357083,568065,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-09-23 13:44:00,1.45,16240.0,United Kingdom,17.4,2011-09-23
357613,568101,23152,IVORY SWEETHEART WIRE LETTER RACK ,8,2011-09-23 15:21:00,3.75,15978.0,United Kingdom,30.0,2011-09-23
358143,568135,23225,CHERUB HEART DECORATION SILVER ,3,2011-09-23 17:04:00,1.63,,United Kingdom,4.89,2011-09-23
358673,568159,22627,MINT KITCHEN SCALES,2,2011-09-25 12:22:00,8.5,17719.0,United Kingdom,17.0,2011-09-25
359203,568180,23380,PACK OF 12 VINTAGE DOILY TISSUES,12,2011-09-25 13:42:00,0.39,15429.0,United Kingdom,4.68,2011-09-25
359733,568194,85099B,JUMBO BAG RED RETROSPOT,10,2011-09-25 14:38:00,2.08,16008.0,United Kingdom,20.8,2011-09-25
360263,568220,21824,PAINTED METAL STAR WITH HOLLY BELLS,24,2011-09-26 10:03:00,0.39,15626.0,United Kingdom,9.36,2011-09-26
360793,568311,23296,SET OF 6 TEA TIME BAKING CASES,1,2011-09-26 12:53:00,1.25,17287.0,United Kingdom,1.25,2011-09-26
361323,568346,21916,SET 12 RETRO WHITE CHALK STICKS,2,2011-09-26 15:28:00,0.83,14096.0,United Kingdom,1.66,2011-09-26
361853,568389,22807,SET OF 6 T-LIGHTS TOADSTOOLS,12,2011-09-27 10:06:00,2.95,12971.0,United Kingdom,35.400000000000006,2011-09-27
362383,568469,23503,PLAYING CARDS KEEP CALM & CARRY ON,24,2011-09-27 11:38:00,1.25,14141.0,United Kingdom,30.0,2011-09-27
362913,568528,22418,10 COLOUR SPACEBOY PEN,24,2011-09-27 13:32:00,0.85,13979.0,United Kingdom,20.4,2011-09-27
363443,568567,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-09-27 18:41:00,8.29,,United Kingdom,16.58,2011-09-27
363973,568593,22573,STAR WOODEN CHRISTMAS DECORATION,12,2011-09-28 10:54:00,0.85,13988.0,United Kingdom,10.2,2011-09-28
364503,568662,23203,JUMBO BAG VINTAGE DOILY ,2,2011-09-28 12:36:00,2.08,16764.0,United Kingdom,4.16,2011-09-28
365033,568690,21986,PACK OF 12 PINK POLKADOT TISSUES,12,2011-09-28 14:43:00,0.39,16332.0,United Kingdom,4.68,2011-09-28
365563,568710,22989,SET 2 PANTRY DESIGN TEA TOWELS,1,2011-09-28 15:42:00,3.25,14649.0,United Kingdom,3.25,2011-09-28
366093,568719,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-09-28 16:19:00,2.46,,United Kingdom,4.92,2011-09-28
366623,568782,20728,LUNCH BAG CARS BLUE,10,2011-09-29 08:53:00,1.65,13985.0,United Kingdom,16.5,2011-09-29
367153,568868,23013,GLASS APOTHECARY BOTTLE TONIC,4,2011-09-29 12:00:00,3.95,12957.0,United Kingdom,15.8,2011-09-29
367683,568901,22704,WRAP RED APPLES ,25,2011-09-29 13:22:00,0.42,15050.0,United Kingdom,10.5,2011-09-29
368213,568949,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-09-29 15:13:00,3.12,,United Kingdom,24.96,2011-09-29
368743,568994,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,2011-09-29 16:52:00,1.65,12598.0,France,39.599999999999994,2011-09-29
369273,569024,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-09-30 10:04:00,4.95,12822.0,United Kingdom,14.850000000000001,2011-09-30
369803,569103,23396,LE JARDIN BOTANIQUE CUSHION COVER,4,2011-09-30 12:30:00,3.75,16133.0,United Kingdom,15.0,2011-09-30
370333,569136,23158,SET OF 5 LUCKY CAT MAGNETS ,2,2011-09-30 14:41:00,2.08,15834.0,United Kingdom,4.16,2011-09-30
370863,569202,21749,LARGE RED RETROSPOT WINDMILL,1,2011-09-30 17:22:00,4.13,,United Kingdom,4.13,2011-09-30
371393,569220,22663,JUMBO BAG DOLLY GIRL DESIGN,1,2011-10-02 13:26:00,2.08,16007.0,United Kingdom,2.08,2011-10-02
371923,569229,23405,HOME SWEET HOME 2 DRAWER CABINET,2,2011-10-02 14:56:00,4.95,14502.0,United Kingdom,9.9,2011-10-02
372453,569243,23236,STORAGE TIN VINTAGE DOILY ,6,2011-10-03 09:44:00,2.89,13344.0,United Kingdom,17.34,2011-10-03
372983,569254,21166,COOK WITH WINE METAL SIGN ,1,2011-10-03 11:00:00,2.08,18116.0,United Kingdom,2.08,2011-10-03
373513,569332,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2,2011-10-03 13:46:00,1.65,12637.0,France,3.3,2011-10-03
374043,569372,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2011-10-03 16:04:00,3.29,,United Kingdom,3.29,2011-10-03
374573,569383,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-10-03 16:46:00,0.55,15159.0,United Kingdom,13.200000000000001,2011-10-03
375103,569415,82001s,VINYL RECORD FRAME SILVER,1,2011-10-04 10:14:00,7.46,,United Kingdom,7.46,2011-10-04
375633,569469,22780,LIGHT GARLAND BUTTERFILES PINK,1,2011-10-04 12:22:00,4.25,16360.0,United Kingdom,4.25,2011-10-04
376163,569514,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,48,2011-10-04 13:56:00,0.39,15228.0,United Kingdom,18.72,2011-10-04
376693,569531,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,2011-10-04 15:02:00,7.95,12695.0,France,15.9,2011-10-04
377223,569545,20963,APPLE BATH SPONGE,1,2011-10-04 16:37:00,2.46,,United Kingdom,2.46,2011-10-04
377753,569564,21390,FILIGRIS HEART WITH BUTTERFLY,24,2011-10-05 09:47:00,1.25,13989.0,United Kingdom,30.0,2011-10-05
378283,569640,22741,FUNKY DIVA PEN,96,2011-10-05 12:25:00,0.85,12471.0,Germany,81.6,2011-10-05
378813,569669,23332,IVORY WICKER HEART LARGE,1,2011-10-05 13:47:00,1.65,14730.0,United Kingdom,1.65,2011-10-05
379343,569688,20771,CHRYSANTHEMUM  JOURNAL,1,2011-10-05 14:55:00,2.55,15048.0,United Kingdom,2.55,2011-10-05
379873,569714,20719,WOODLAND CHARLOTTE BAG,1,2011-10-05 17:28:00,0.85,18033.0,United Kingdom,0.85,2011-10-05
380403,569790,22077,6 RIBBONS RUSTIC CHARM,1,2011-10-06 11:42:00,1.95,15910.0,United Kingdom,1.95,2011-10-06
380933,569843,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,4,2011-10-06 13:29:00,0.39,14449.0,United Kingdom,1.56,2011-10-06
381463,569866,20975,12 PENCILS SMALL TUBE RED RETROSPOT,3,2011-10-06 14:50:00,0.65,12757.0,Portugal,1.9500000000000002,2011-10-06
381993,569897,23198,PANTRY MAGNETIC  SHOPPING LIST,2,2011-10-06 16:01:00,1.45,17813.0,United Kingdom,2.9,2011-10-06
382523,569910,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-10-06 16:47:00,1.65,17139.0,United Kingdom,33.0,2011-10-06
383053,C569994,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-2,2011-10-06 20:33:00,2.1,15606.0,United Kingdom,-4.2,2011-10-06
383583,570036,22037,ROBOT BIRTHDAY CARD,12,2011-10-07 10:50:00,0.42,16358.0,United Kingdom,5.04,2011-10-07
384113,570103,82583,HOT BATHS METAL SIGN,2,2011-10-07 12:18:00,2.1,15719.0,United Kingdom,4.2,2011-10-07
384643,570168,22440,BALLOON WATER BOMB PACK OF 35,1,2011-10-07 14:05:00,0.42,17596.0,United Kingdom,0.42,2011-10-07
385173,570187,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,2011-10-07 15:09:00,0.83,,United Kingdom,1.66,2011-10-07
385703,570211,22867,HAND WARMER BIRD DESIGN,1,2011-10-09 11:15:00,2.1,13558.0,United Kingdom,2.1,2011-10-09
386233,570229,20679,EDWARDIAN PARASOL RED,1,2011-10-09 13:30:00,5.95,15756.0,United Kingdom,5.95,2011-10-09
386763,570246,48111,DOORMAT 3 SMILEY CATS,1,2011-10-09 16:22:00,8.25,16921.0,United Kingdom,8.25,2011-10-09
387293,570275,23247,BISCUIT TIN 50'S CHRISTMAS,36,2011-10-10 10:57:00,2.49,13098.0,United Kingdom,89.64000000000001,2011-10-10
387823,570388,23093,SMALL PARISIENNE HEART PHOTO FRAME ,8,2011-10-10 12:37:00,2.49,14911.0,EIRE,19.92,2011-10-10
388353,570425,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,16,2011-10-10 13:54:00,0.42,15128.0,United Kingdom,6.72,2011-10-10
388883,570458,20754,RETROSPOT RED WASHING UP GLOVES,4,2011-10-10 15:39:00,2.1,14535.0,United Kingdom,8.4,2011-10-10
389413,570467,23078,ICE CREAM PEN LIP GLOSS ,24,2011-10-10 16:06:00,1.25,12607.0,USA,30.0,2011-10-10
389943,570488,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,4,2011-10-10 17:12:00,0.63,14096.0,United Kingdom,2.52,2011-10-10
390473,570521,21615,4 LAVENDER BOTANICAL DINNER CANDLES,6,2011-10-11 10:43:00,3.75,12371.0,Switzerland,22.5,2011-10-11
391003,570648,21833,CAMOUFLAGE LED TORCH,24,2011-10-11 13:09:00,1.69,16086.0,United Kingdom,40.56,2011-10-11
391533,570672,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-10-11 14:52:00,0.42,12536.0,France,10.08,2011-10-11
392063,570688,22906,12 MESSAGE CARDS WITH ENVELOPES,2,2011-10-11 16:29:00,3.29,,United Kingdom,6.58,2011-10-11
392593,570701,21918,SET 12 KIDS COLOUR  CHALK STICKS,12,2011-10-12 09:35:00,0.36,16652.0,United Kingdom,4.32,2011-10-12
393123,570797,22670,FRENCH WC SIGN BLUE METAL,2,2011-10-12 12:24:00,1.25,15311.0,United Kingdom,2.5,2011-10-12
393653,570839,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2011-10-12 14:08:00,3.75,14911.0,EIRE,15.0,2011-10-12
394183,570871,22488,NATURAL SLATE RECTANGLE CHALKBOARD,4,2011-10-12 16:36:00,3.29,,United Kingdom,13.16,2011-10-12
394713,570879,22386,JUMBO BAG PINK POLKADOT,10,2011-10-13 08:42:00,2.08,12685.0,France,20.8,2011-10-13
395243,571030,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,2011-10-13 12:26:00,3.75,12876.0,Belgium,15.0,2011-10-13
395773,571041,20711,JUMBO BAG TOYS ,1,2011-10-13 13:00:00,2.08,14527.0,United Kingdom,2.08,2011-10-13
396303,571061,23033,DRAWER KNOB CERAMIC RED,2,2011-10-13 14:33:00,3.29,,United Kingdom,6.58,2011-10-13
396833,571101,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2011-10-13 15:49:00,1.69,16570.0,United Kingdom,81.12,2011-10-13
397363,571183,21158,MOODY GIRL DOOR HANGER ,4,2011-10-14 11:08:00,0.39,14796.0,United Kingdom,1.56,2011-10-14
397893,571213,23209,LUNCH BAG VINTAGE DOILY ,10,2011-10-14 12:55:00,1.65,13995.0,United Kingdom,16.5,2011-10-14
398423,571241,22959,WRAP CHRISTMAS VILLAGE,25,2011-10-14 14:58:00,0.42,14592.0,United Kingdom,10.5,2011-10-14
398953,571265,21544,SKULLS  WATER TRANSFER TATTOOS ,1,2011-10-16 11:31:00,0.85,16674.0,United Kingdom,0.85,2011-10-16
399483,571281,21110,LARGE CAKE TOWEL PINK SPOTS,18,2011-10-16 13:23:00,5.95,14088.0,United Kingdom,107.10000000000001,2011-10-16
400013,571292,21864,UNION JACK FLAG PASSPORT COVER ,1,2011-10-16 15:45:00,2.1,15311.0,United Kingdom,2.1,2011-10-16
400543,571317,21986,PACK OF 12 PINK POLKADOT TISSUES,4,2011-10-17 10:48:00,0.39,17377.0,United Kingdom,1.56,2011-10-17
401073,571418,23322,LARGE WHITE HEART OF WICKER,2,2011-10-17 12:35:00,2.95,16412.0,United Kingdom,5.9,2011-10-17
401603,571441,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,2011-10-17 13:31:00,3.29,14096.0,United Kingdom,3.29,2011-10-17
402133,571474,22561,WOODEN SCHOOL COLOURING SET,24,2011-10-17 14:41:00,1.65,16389.0,United Kingdom,39.599999999999994,2011-10-17
402663,571508,21803,CHRISTMAS TREE STAR DECORATION,12,2011-10-17 15:27:00,0.42,,United Kingdom,5.04,2011-10-17
403193,571554,22835,HOT WATER BOTTLE I AM SO POORLY,2,2011-10-18 09:13:00,12.46,,United Kingdom,24.92,2011-10-18
403723,571653,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2011-10-18 12:17:00,3.75,14298.0,United Kingdom,45.0,2011-10-18
404253,571671,22384,LUNCH BAG PINK POLKADOT,4,2011-10-18 13:15:00,1.65,16940.0,United Kingdom,6.6,2011-10-18
404783,571691,23083,SET 6 PAPER TABLE LANTERN STARS ,6,2011-10-18 14:34:00,3.75,13860.0,United Kingdom,22.5,2011-10-18
405313,571713,23160,REGENCY TEA SPOON,2,2011-10-18 16:58:00,2.46,,United Kingdom,4.92,2011-10-18
405843,571716,47593B,SCOTTIE DOGS BABY BIB,1,2011-10-18 17:05:00,0.83,,United Kingdom,0.83,2011-10-18
406373,571747,20704,MR ROBOT SOFT TOY,2,2011-10-19 10:59:00,6.95,13849.0,United Kingdom,13.9,2011-10-19
406903,571837,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,5,2011-10-19 12:11:00,4.95,16470.0,United Kingdom,24.75,2011-10-19
407433,571883,22152,PLACE SETTING WHITE STAR,1,2011-10-19 13:58:00,0.42,14704.0,United Kingdom,0.42,2011-10-19
407963,571918,21990,MODERN FLORAL STATIONERY SET,2,2011-10-19 16:05:00,1.25,17350.0,United Kingdom,2.5,2011-10-19
408493,571941,23553,LANDMARK FRAME CAMDEN TOWN ,3,2011-10-20 10:04:00,12.5,14261.0,United Kingdom,37.5,2011-10-20
409023,572037,23661,MILK MAIDS MUG ,4,2011-10-20 12:07:00,1.65,17365.0,United Kingdom,6.6,2011-10-20
409553,572065,84821,DANISH ROSE DELUXE COASTER,5,2011-10-20 13:06:00,0.85,12556.0,Spain,4.25,2011-10-20
410083,572090,84946,ANTIQUE SILVER T-LIGHT GLASS,6,2011-10-20 14:33:00,1.25,13573.0,United Kingdom,7.5,2011-10-20
410613,572121,23234,BISCUIT TIN VINTAGE CHRISTMAS,4,2011-10-20 19:51:00,2.89,17092.0,United Kingdom,11.56,2011-10-20
411143,572194,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,2,2011-10-21 11:43:00,0.39,17832.0,United Kingdom,0.78,2011-10-21
411673,572227,22818,CARD CHRISTMAS VILLAGE,12,2011-10-21 14:01:00,0.42,15051.0,United Kingdom,5.04,2011-10-21
412203,572282,21367,MIRRORED WALL ART GENTS,3,2011-10-23 11:39:00,0.75,17634.0,United Kingdom,2.25,2011-10-23
412733,572295,23403,LETTER HOLDER HOME SWEET HOME,2,2011-10-23 13:49:00,3.75,16686.0,United Kingdom,7.5,2011-10-23
413263,572309,21993,FLORAL FOLK STATIONERY SET,4,2011-10-23 15:29:00,1.25,14432.0,United Kingdom,5.0,2011-10-23
413793,572321,23294,SET OF 6 SNACK LOAF BAKING CASES,8,2011-10-24 08:59:00,0.83,15592.0,United Kingdom,6.64,2011-10-24
414323,C572449,23393,HOME SWEET HOME CUSHION COVER ,-2,2011-10-24 12:34:00,3.75,14428.0,United Kingdom,-7.5,2011-10-24
414853,572499,23549,WRAP BIRD GARDEN ,25,2011-10-24 14:10:00,0.42,15786.0,United Kingdom,10.5,2011-10-24
415383,572540,22663,JUMBO BAG DOLLY GIRL DESIGN,3,2011-10-24 16:17:00,4.13,,United Kingdom,12.39,2011-10-24
415913,572550,22310,IVORY KNITTED MUG COSY ,7,2011-10-24 17:06:00,3.29,,United Kingdom,23.03,2011-10-24
