,Unnamed: 0,operation,property_type,place_name,place_with_parent_names,country_name,state_name,geonames_id,lat-lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url,description,title,image_thumbnail
28923,28923,sell,apartment,Colegiales,|Argentina|Capital Federal|Colegiales|,Argentina,Capital Federal,3435356.0,"-34.5739425,-58.4520336",-34.5739425,-58.4520336,84000.0,USD,1482138.0,84000.0,40.0,40.0,2100.0,2100.0,2.0,2.0,1500.0,http://www.properati.com.ar/17xja_venta_departamento_colegiales_zapiola-1013_balcon_luminoso_placard_subte-linea-d_estela-da-onofrio-propiedades,"Venta de Departamento 2 AMBIENTES en Colegiales, Capital Federal - superficie aproximada 40m2 - living comedor 5,50 x 3,00 con pisos de parquet y balcon frances - dormitorio 3,00 x 3,50 al frente con pisos de parquet - cocina completa - placard en pasillo - baño completo - edificio sin ascensor de 3 pisos - expensas de $748.- + expensas extraordinarias de $750.-El valor consignado de expensas está sujeto a variación y/o ajuste.Las medidas, superficies y los m2 indicados son aproximados y solo a título informativo. -  - ESTELA DONOFRIO PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/0/2-nwjIyK174yVc8oSyxjKal8IB8=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/EDP266_2.jpg%3F1501538209
29737,29737,sell,apartment,Balvanera,|Argentina|Capital Federal|Balvanera|,Argentina,Capital Federal,6693228.0,"-34.6010317151,-58.3991542928",-34.6010317151,-58.3991542928,82000.0,USD,1446849.0,82000.0,39.0,39.0,2102.5641025641025,2102.5641025641025,9.0,2.0,2300.0,http://www.properati.com.ar/17zss_venta_departamento_balvanera_viamonte-al-2200_luminoso_subte-linea-d_subte-linea-b_subte-linea-h_alternativa-propiedades,"Departamento de 2 ambientes en excelente ubicación, a una cuadra de la Facultad de Ciencias Económicas de la UBA.Es un departamento amplio y luminoso.Cocina integrada al living comedor por una barra desayunadora, con horno a gas.1 baño con ducha.Un dormitorio amplio con dos placares. -  - ALTERNATIVA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/5/4TVdHea0hsUdeG2AZ1ncXmT-L6Q=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/apr3321_2.jpg%3F1501534764
30007,30007,sell,apartment,Boca,|Argentina|Capital Federal|Boca|,Argentina,Capital Federal,3436004.0,"-34.6319337837,-58.3613552706",-34.6319337837,-58.3613552706,75000.0,USD,1323337.5,75000.0,51.0,41.0,1470.588235294117,1829.2682926829264,12.0,2.0,1800.0,http://www.properati.com.ar/1805v_venta_departamento_boca_brown-almte-avda-791_balcon_luminoso_vista_sbi-scotto-brokers-inmobiliarios,"DEPARTAMENTO DE 2 AMBIENTES CON BALCON EN VENTA LA BOCA CAPTAL FEDERALHermoso depto de 2 amb. compuesto por: dormitorio con placar, comedor, cocina, baño y balcon amplio. Piso 12. Frente con vista al Río. Muy luminoso y aireado. Muy buen estado. Sobre Avenida. 51 m2 totales. Expensas $1800.SBI Propiedades(011) 4361- Alte. Brown 875 - CABA -  - SBI SCOTTO BROKERS INMOBILIARIOS",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/HXdolYI4xygfbYjpIzEfRC3t0sg=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/SBI321_2.jpg%3F1501535422
31151,31151,sell,apartment,Villa Urquiza,|Argentina|Capital Federal|Villa Urquiza|,Argentina,Capital Federal,3433775.0,"-34.5796048,-58.493287",-34.5796048,-58.493287,95000.0,USD,1676227.5,95000.0,34.0,32.0,2794.1176470588234,2968.75,4.0,1.0,800.0,http://www.properati.com.ar/183ig_venta_departamento_villa-urquiza_blanco-encalada-al-5600_ibanez-propiedades,"Venta de Departamento 1 AMBIENTE en Villa Urquiza, Capital Federal, EN EXCELENTE UBICACION, EDIFICIO ENTRE MEDIANERAS DE MUY BUEN DISEÑO, GUSTO Y CONFORT AMPLIO AMBIENTE CON COCINA SEPARADA Y BAÑO TOTALMENTE EQUIPADOS, EXCELENTES MEDIOS DE LOCOMOCION, PROX LINEA B DE SUBTE -  - IBAÑEZ PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/NIZeWmBgxb9S8dvkYSfPg-nJgrs=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/vic1497_3.jpg%3F1501533784
31152,31152,sell,apartment,Villa Urquiza,|Argentina|Capital Federal|Villa Urquiza|,Argentina,Capital Federal,3433775.0,"-34.5796048,-58.493287",-34.5796048,-58.493287,98000.0,USD,1729161.0,98000.0,34.0,32.0,2882.3529411764707,3062.5,6.0,1.0,800.0,http://www.properati.com.ar/183ih_venta_departamento_villa-urquiza_blanco-encalada-al-5600_ibanez-propiedades,"Venta de Departamento 1 AMBIENTE en Villa Urquiza, Capital Federal, EN EXCELENTE UBICACION, EDIFICIO ENTRE MEDIANERAS DE MUY BUEN DISEÑO, GUSTO Y CONFORT AMPLIO AMBIENTE CON COCINA SEPARADA Y BAÑO TOTALMENTE EQUIPADOS, EXCELENTES MEDIOS DE LOCOMOCION, PROX LINEA B DE SUBTE -  - IBAÑEZ PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/5/hKQIRHtEzLfwG9r7I8kn-HuvTqE=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/vic1498_3.jpg%3F1501533784
31153,31153,sell,apartment,La Plata,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,Argentina,Bs.As. G.B.A. Zona Sur,3432039.0,"-34.9140394,-57.9509983",-34.9140394,-57.9509983,56000.0,USD,988092.0,56000.0,37.0,35.0,1513.5135135135135,1600.0,13.0,1.0,900.0,http://www.properati.com.ar/183im_venta_departamento_la-plata_7-al-800_lavadero_luminoso_constant-propiedades,"Venta de Departamento MONOAMBIENTE, La Plata7 e/ 48 y 49. Edificio solido, interno, cocina separada, lavadero separado, comedor y dormitorio dividido por placa divisoria. Excelente zona. Alquilado hasta febrero 2018 en $ 4800. Apto banco. -  - CONSTANT PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/MacGUomIZgC1FX7tqFrk4tyUgJQ=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/zon2718_2.jpg%3F1501533811
31179,31179,sell,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,Argentina,Capital Federal,3436077.0,"-34.5676707,-58.432624",-34.56767070000001,-58.432624,260000.0,USD,4587570.0,260000.0,100.0,94.0,2600.0,2765.9574468085107,5.0,3.0,4800.0,http://www.properati.com.ar/183kq_venta_departamento_belgrano_san-benito-de-palermo-1618_balcon_lavadero_toilette_luminoso_dependencias_fera-cancellieri-propiedades,"VENTA DE DEPARTAMENTOS DE TRES AMBIENTES CON DEPENDENCIA O ESCRITORIO  EN LAS CAÑITAS. FRENTE, LIVING COMEDOR A BALCON,  DOS DORMITORIOS (ACTUALMENTE EL SEGUNDO DORMITORIO INTEGRADO AL LIVING), BAÑO COMPLETO, COCINA Y LAVADERO INCORPORADO. ACTUALMENTE LA DEPENDENCIA FUNCIONA COMO ESCRITORIO Y EL BAÑO DE LA DEPENDENCIA COMO TOILETTE.  MUCHA LUZ Y SOL -  - FERA CANCELLIERI PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/7/yh2Z6EwMqKrDY_Hn9QWcrBUdcaA=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/FRA1555_2.jpg%3F1501534193
31187,31187,sell,apartment,Palermo,|Argentina|Capital Federal|Palermo|,Argentina,Capital Federal,3430234.0,"-34.5927492,-58.4161061",-34.5927492,-58.4161061,85000.0,USD,1499782.5,85000.0,35.0,33.0,2428.5714285714284,2575.757575757576,1.0,1.0,1100.0,http://www.properati.com.ar/183m5_venta_departamento_palermo_bulnes-1600_balcon_subte-linea-d_sebastian-cantero-s-a_6m4,"Venta de Departamento 1 AMBIENTE en Palermo, Capital FederalMonoambiente en una excelente zona de Capital Federal.Consta de hall de entrada de  1 x 1.10 mts, living comedor 3.80 x 8.68 mts al frente con balcon, cocina con ventana de 3 x 1.20 mts, baño completo con bañera y balcon de 2.80 x 110 mts. Lasmedidas son aproximadas a confr}irmar de acuerdo a escritura.Inmejorable para inversion. -  - SEBASTIAN CANTERO",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/2/pt_6OqoJDgDFf_kt_6063fIDCdc=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/sca790_2.jpg%3F1501534212
31189,31189,sell,apartment,Villa Crespo,|Argentina|Capital Federal|Villa Crespo|,Argentina,Capital Federal,3427458.0,"-34.6022080235,-58.4386415005",-34.6022080235,-58.438641500500005,155000.0,USD,2734897.5,155000.0,76.0,72.0,2039.4736842105265,2152.777777777778,2.0,3.0,2000.0,http://www.properati.com.ar/183md_venta_departamento_villa-crespo_alvarez-julian_200_balcon_baulera_lavadero_toilette_dependencias_placard_aire-acondicionado_subte-linea-b_bertolotti,"3 AMBIENTES CON DEPENDENCIA Y BALCON, EN VENTA, VILLA CRESPO!Excelente ubicación, a 2 cuadras de Av. Corrientes (Subte B), a 2 cuadras de Av. Scalabrini Ortiz y a 3 cuadras del Parque Centenario!Ubicado en segundo piso por escalera, living comedor con ventanal a la calle, originalmente dos dormitorios amplios actualmente 3 dormitorios con salida a balcón, cocina completa con lavadero independiente y pequeña dependencia o escritorio, baño completo y toilette!Placard en dormitorio principal y en pasillo.Baulera en living comedor.Servicios individuales.Todo pisos de parquet.2 Estufas tiro balanceado y 2 equipos de aire acondicionado!SUCURSAL V. CRESPO ()SUCURSAL ALMAGRO () deja expresamente aclarado que el valor consignado de expensas queda sujeto a variación y/o ajustes y que las medidas de los ambientes son orientativas, las reales surgirán del título de propiedad respectivo."" FOTOS DE CARÁCTER NO CONTRACTUAL -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/8/W-PKdKp-UCQ-yG0OUIQwDaPeMUc=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/BER5882_2.jpg%3F1501534260
31190,31190,sell,apartment,Villa Crespo,|Argentina|Capital Federal|Villa Crespo|,Argentina,Capital Federal,3427458.0,"-34.6022080235,-58.4386415005",-34.6022080235,-58.438641500500005,155000.0,USD,2734897.5,155000.0,76.0,72.0,2039.4736842105265,2152.777777777778,2.0,4.0,2000.0,http://www.properati.com.ar/183me_venta_departamento_villa-crespo_alvarez-julian_200_balcon_baulera_lavadero_toilette_dependencias_placard_aire-acondicionado_subte-linea-b_bertolotti,"4 AMBIENTES CON DEPENDENCIA Y BALCON, EN VENTA, VILLA CRESPO!Excelente ubicación, a 2 cuadras de Av. Corrientes (Subte B), a 2 cuadras de Av. Scalabrini Ortiz y a 3 cuadras del Parque Centenario!Ubicado en segundo piso por escalera, living comedor con ventanal a la calle, originalmente dos dormitorios amplios actualmente 3 dormitorios con salida a balcón, cocina completa con lavadero independiente y pequeña dependencia o escritorio, baño completo y toilette!Placard en dormitorio principal y en pasillo.Baulera en living comedor.Servicios individuales.Todo pisos de parquet.2 Estufas tiro balanceado y 2 equipos de aire acondicionado!SUCURSAL V. CRESPO ()SUCURSAL ALMAGRO () deja expresamente aclarado que el valor consignado de expensas queda sujeto a variación y/o ajustes y que las medidas de los ambientes son orientativas, las reales surgirán del título de propiedad respectivo."" FOTOS DE CARÁCTER NO CONTRACTUAL -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/xQ0YAohwEVjlg2qY0X82606XMN8=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/BER5883_2.jpg%3F1501534260
31193,31193,sell,apartment,Villa Crespo,|Argentina|Capital Federal|Villa Crespo|,Argentina,Capital Federal,3427458.0,"-34.6022080235,-58.4386415005",-34.6022080235,-58.438641500500005,155000.0,USD,2734897.5,155000.0,76.0,72.0,2039.4736842105265,2152.777777777778,2.0,3.0,2000.0,http://www.properati.com.ar/183mh_venta_departamento_villa-crespo_alvarez-julian_200_balcon_baulera_lavadero_toilette_dependencias_placard_aire-acondicionado_subte-linea-b_eduardo-bertolotti-propiedades,"3 AMBIENTES CON DEPENDENCIA Y BALCON, EN VENTA, VILLA CRESPO!Excelente ubicación, a 2 cuadras de Av. Corrientes (Subte B), a 2 cuadras de Av. Scalabrini Ortiz y a 3 cuadras del Parque Centenario!Ubicado en segundo piso por escalera, living comedor con ventanal a la calle, originalmente dos dormitorios amplios actualmente 3 dormitorios con salida a balcón, cocina completa con lavadero independiente y pequeña dependencia o escritorio, baño completo y toilette!Placard en dormitorio principal y en pasillo.Baulera en living comedor.Servicios individuales.Todo pisos de parquet.2 Estufas tiro balanceado y 2 equipos de aire acondicionado!SUCURSAL ALMAGRO SUCURSAL VILLA CRESPO 4857- deja expresamente aclarado que el valor consignado de expensas queda sujeto a variación y/o ajustes y que las medidas de los ambientes son orientativas, las reales surgirán del título de propiedad respectivo."" FOTOS DE CARÁCTER NO CONTRACTUAL -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/8/32XR4Cm_6di1p-rXFK82Ru-BWds=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/BTT5886_2.jpg%3F1501534260
31194,31194,sell,apartment,Villa Crespo,|Argentina|Capital Federal|Villa Crespo|,Argentina,Capital Federal,3427458.0,"-34.6022080235,-58.4386415005",-34.6022080235,-58.438641500500005,155000.0,USD,2734897.5,155000.0,76.0,72.0,2039.4736842105265,2152.777777777778,2.0,4.0,2000.0,http://www.properati.com.ar/183mi_venta_departamento_villa-crespo_alvarez-julian_200_balcon_baulera_lavadero_toilette_dependencias_placard_aire-acondicionado_subte-linea-b_eduardo-bertolotti-propiedades,"4 AMBIENTES CON DEPENDENCIA Y BALCON, EN VENTA, VILLA CRESPO!Excelente ubicación, a 2 cuadras de Av. Corrientes (Subte B), a 2 cuadras de Av. Scalabrini Ortiz y a 3 cuadras del Parque Centenario!Ubicado en segundo piso por escalera, living comedor con ventanal a la calle, originalmente dos dormitorios amplios actualmente 3 dormitorios con salida a balcón, cocina completa con lavadero independiente y pequeña dependencia o escritorio, baño completo y toilette!Placard en dormitorio principal y en pasillo.Baulera en living comedor.Servicios individuales.Todo pisos de parquet.2 Estufas tiro balanceado y 2 equipos de aire acondicionado!SUCURSAL ALMAGRO SUCURSAL VILLA CRESPO 4857- deja expresamente aclarado que el valor consignado de expensas queda sujeto a variación y/o ajustes y que las medidas de los ambientes son orientativas, las reales surgirán del título de propiedad respectivo."" FOTOS DE CARÁCTER NO CONTRACTUAL -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/0/PhUcSbN8bOnPteyU5uxI-4XsMa4=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/BTT5887_2.jpg%3F1501534260
31198,31198,sell,apartment,Parque Chacabuco,|Argentina|Capital Federal|Parque Chacabuco|,Argentina,Capital Federal,3430116.0,"-34.6397237,-58.4371213",-34.639723700000005,-58.4371213,78000.0,USD,1376271.0,78000.0,46.0,43.0,1695.6521739130435,1813.9534883720928,2.0,2.0,1250.0,http://www.properati.com.ar/183ms_venta_departamento_parque-chacabuco_emilio-mitre-al-1700_balcon_lavadero_luminoso_placard_eduardo-bertolotti-propiedades,"EXCELENTE 2 AMBIENTES AL FRENTE CON BALCON EN P.CHACABUCO !!!A 4 CUADRAS DE AV. ASAMBLEA Y EL PARQUE CHACABUCOTODO EXTERNO Y LUMINOSO, 46 M2 TOTALES, AMPLIO LIVING COMEDOR, DORMITORIO CON PLACARD NUEVO, AMBOS CON PISOS DE PARQUET, COCINA Y BAÑO COMPLETOS HECHOS A NUEVO (CANERÍAS INCLUSIVE) Y ELECTRICIDAD TAMBIÉN A NUEVO, LAVADERO INDEPENDIENTE, EN EXCELENTE ESTADO LISTO PARA ENTRAR A VIVIR!!!VENTA NO CONDICIONADA !!!""Se deja expresa constancia que el valor consignado de expensas queda sujeto a variación y/o ajustes, y que las medidas de los ambientes son orientativas, las mreales surgirán del título de propiedad respectivo.""SUCURSAL ALMAGRO SUCURSAL V.CRESPO 4857- -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/5/kHg7oQ763E9pWCOxAdPIluJVFQE=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/btt5900_2.jpg%3F1501534261
31200,31200,sell,apartment,Parque Chacabuco,|Argentina|Capital Federal|Parque Chacabuco|,Argentina,Capital Federal,3430116.0,"-34.6397237,-58.4371213",-34.639723700000005,-58.4371213,78000.0,USD,1376271.0,78000.0,46.0,43.0,1695.6521739130435,1813.9534883720928,2.0,2.0,1250.0,http://www.properati.com.ar/183mu_venta_departamento_parque-chacabuco_emilio-mitre-al-1700_balcon_lavadero_luminoso_placard_bertolotti,"EXCELENTE 2 AMBIENTES AL FRENTE CON BALCON EN P.CHACABUCO !!!A 4 CUADRAS DE AV. ASAMBLEA Y EL PARQUE CHACABUCOTODO EXTERNO Y LUMINOSO, 46 M2 TOTALES, AMPLIO LIVING COMEDOR, DORMITORIO CON PLACARD NUEVO, AMBOS CON PISOS DE PARQUET, COCINA Y BAÑO COMPLETOS HECHOS A NUEVO (CANERÍAS INCLUSIVE) Y ELECTRICIDAD TAMBIÉN A NUEVO, LAVADERO INDEPENDIENTE, EN EXCELENTE ESTADO LISTO PARA ENTRAR A VIVIR!!!VENTA NO CONDICIONADA !!!SUCURSAL V.CRESPO SUCURSAL ALMAGRO 4862- deja expresa constancia que el valor consignado de expensas queda sujeto a variación y/o ajustes, y que las medidas de los ambientes son orientativas, las mreales surgirán del título de propiedad respectivo."" -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/7/AtQpvGLDaLQAK3Os-DE9ttCT3sI=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/ber5902_2.jpg%3F1501534261
31209,31209,sell,apartment,Palermo,|Argentina|Capital Federal|Palermo|,Argentina,Capital Federal,3430234.0,"-34.5976017,-58.4215089",-34.597601700000006,-58.421508900000006,220000.0,USD,3881790.0,220000.0,95.0,90.0,2315.7894736842104,2444.444444444445,1.0,4.0,1000.0,http://www.properati.com.ar/183o3_venta_departamento_palermo_cordoba-avda-al-3800_baulera_lavadero_patio_toilette_luminoso_garage_placard_aire-acondicionado_subte-linea-b_eduardo-bertolotti-propiedades,"HERMOSO DEPTO DE 4 AMBIENTES EN VENTA EN PALERMO!!!95 MTS TOTALES POR TITULO.EXCELENTE UBICACION SOBRE AV CORDOBA, A MTS DEL SANATORIO GUEMES, UNIVERSIDAD TECNOLOGICA Y A 5 CUADRAS DE AV CORRIENTES SUBTE B ESTACION MEDRANO.SOLAMENTE 4 UNIDADES. PRIMER PISO POR ESCALERA. TODO AL FRENTE.HALL DE ENTRADA, 3 AMPLISIMOS DORMITORIOS CON PLACARD, COMODO LIVING COMEDOR, COCINA COMPLETA CON COMEDOR DIARIO, BAÑO COMPLETO CON VENTILACION NATURAL Y TOILETTE, LAVADERO INDEPENDIENTE Y PATIO DE 2 X 1.PISOS DE PINOTEA EN DORMITORIOS Y MARMOL EN LIVING. 3 EQUIPOS DE AIRE ACONDICIONADO TIPO SPLIT, ESTUFA TIRO BALANCEADO Y PICOS DE GAS EN TODOS LOS DORMITORIOS. TECHOS DOBLE ALTURA. BAULERA. BAJISIMAS EXPENSAS. APTO CREDITO BANCARIO.SUCURSAL ALMAGRO SUCURSAL VILLA CRESPO 4857- deja constancia que los m2 indicados son aproximados, al igual que las medidas parciales de los ambientes, y el valor consignado de expensas mensuales está sujeto a verificación y/o ajustes. Fotos de carácter no contractual."" -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/5/6bwq4bUDoMJ98iAGJ9thKv7F-84=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/btt5951_2.jpg%3F1501534263
31210,31210,sell,apartment,Almagro,|Argentina|Capital Federal|Almagro|,Argentina,Capital Federal,3436397.0,"-34.5976017,-58.4215089",-34.597601700000006,-58.421508900000006,220000.0,USD,3881790.0,220000.0,95.0,90.0,2315.7894736842104,2444.444444444445,1.0,4.0,1000.0,http://www.properati.com.ar/183o4_venta_departamento_almagro_cordoba-avda-al-3800_baulera_lavadero_patio_toilette_luminoso_garage_placard_aire-acondicionado_subte-linea-b_eduardo-bertolotti-propiedades,"HERMOSO DEPTO DE 4 AMBIENTES EN VENTA EN ALMAGRO!!!95 MTS TOTALES POR TITULO.EXCELENTE UBICACION SOBRE AV CORDOBA, A MTS DEL SANATORIO GUEMES, UNIVERSIDAD TECNOLOGICA Y A 5 CUADRAS DE AV CORRIENTES SUBTE B ESTACION MEDRANO.SOLAMENTE 4 UNIDADES. PRIMER PISO POR ESCALERA. TODO AL FRENTE.HALL DE ENTRADA, 3 AMPLISIMOS DORMITORIOS CON PLACARD, COMODO LIVING COMEDOR, COCINA COMPLETA CON COMEDOR DIARIO, BAÑO COMPLETO CON VENTILACION NATURAL Y TOILETTE, LAVADERO INDEPENDIENTE Y PATIO DE 2 X 1.PISOS DE PINOTEA EN DORMITORIOS Y MARMOL EN LIVING. 3 EQUIPOS DE AIRE ACONDICIONADO TIPO SPLIT, ESTUFA TIRO BALANCEADO Y PICOS DE GAS EN TODOS LOS DORMITORIOS. TECHOS DOBLE ALTURA. BAULERA. BAJISIMAS EXPENSAS. APTO CREDITO BANCARIO.SUCURSAL ALMAGRO SUCURSAL VILLA CRESPO 4857- deja constancia que los m2 indicados son aproximados, al igual que las medidas parciales de los ambientes, y el valor consignado de expensas mensuales está sujeto a verificación y/o ajustes. Fotos de carácter no contractual."" -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/ccomYyrajCkFKliW0opz0J6FPwE=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/BTT5952_2.jpg%3F1501534263
31211,31211,sell,PH,Palermo,|Argentina|Capital Federal|Palermo|,Argentina,Capital Federal,3430234.0,"-34.5976017,-58.4215089",-34.597601700000006,-58.421508900000006,220000.0,USD,3881790.0,220000.0,95.0,90.0,2315.7894736842104,2444.444444444445,1.0,4.0,1000.0,http://www.properati.com.ar/183o5_venta_ph_palermo_cordoba-avda-al-3800_baulera_lavadero_patio_toilette_luminoso_garage_placard_aire-acondicionado_subte-linea-b_eduardo-bertolotti-propiedades,"HERMOSO PH DE 4 AMBIENTES EN VENTA EN PALERMO!!!95 MTS TOTALES POR TITULO.EXCELENTE UBICACIÓN SOBRE AV CÓRDOBA, A MTS DEL SANATORIO GUEMES, UNIVERSIDAD TECNOLÓGICA Y A 5 CUADRAS DE AV CORRIENTES SUBTE B ESTACIÓN MEDRANO.SOLAMENTE 4 UNIDADES. PRIMER PISO POR ESCALERA. TODO AL FRENTE.HALL DE ENTRADA, 3 AMPLISIMOS DORMITORIOS CON PLACARD, COMODO LIVING COMEDOR, COCINA COMPLETA CON COMEDOR DIARIO, BAÑO COMPLETO CON VENTILACIÓN NATURAL Y TOILETTE, LAVADERO INDEPENDIENTE Y PATIO DE 2 X 1.PISOS DE PINOTEA EN DORMITORIOS Y MÁRMOL EN LIVING. 3 EQUIPOS DE AIRE ACONDICIONADO TIPO SPLIT, ESTUFA TIRO BALANCEADO Y PICOS DE GAS EN TODOS LOS DORMITORIOS. TECHOS DOBLE ALTURA. BAULERA. BAJISIMAS EXPENSAS. APTO CRÉDITO BANCARIO.SUCURSAL ALMAGRO SUCURSAL VILLA CRESPO 4857- deja constancia que los m2 indicados son aproximados, al igual que las medidas parciales de los ambientes, y el valor consignado de expensas mensuales está sujeto a verificación y/o ajustes. Fotos de carácter no contractual."" -  - EBERTOLOTTI",PH EN VENTA,https://thumbs4.properati.com/2/esqAppjdJadVlt61nXK8pIQIP88=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/btt5953_2.jpg%3F1501534263
